Host Since,Host Listings Count,Host Total Listings Count,Calculated host listings count,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Weekly Price,Monthly Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,First Review,Last Review,Reviews per Month,Review Scores Rating,Property Type_Building,Property Type_Unit,Room Type_Entire home/apt,Room Type_Private room,Room Type_Shared room,Bed Type_Other,Bed Type_Real Bed,Cancellation Policy_flexible,Cancellation Policy_moderate,Cancellation Policy_strict
2015-03-07,1,1,1,40.80728275878507,-73.95856754499475,2,1,1,1,75.0,525.0,2250.0,0.0,0.0,2,20.0,1,1125,3,2016-09-04,2017-03-01,0.37,100.0,0,1,0,0,1,0,1,0,0,1
2012-11-02,1,1,1,40.81238961137523,-73.95819735551875,2,1,1,1,100.0,700.0,3000.0,0.0,60.0,2,25.0,1,1125,55,2012-11-07,2017-04-14,1.01,89.0,0,1,1,0,0,0,1,1,0,0
2014-10-24,1,1,1,40.806837546883685,-73.96263394259569,2,1,1,1,190.0,1330.0,3290.0,500.0,0.0,1,0.0,3,1125,5,2015-12-10,2017-01-01,0.29,96.0,0,1,1,0,0,0,1,0,0,1
2014-04-07,2,2,1,40.80381075902431,-73.96409172581693,1,1,1,1,20.0,140.0,600.0,0.0,30.0,1,0.0,1,1125,2,2017-01-08,2017-02-21,0.52,80.0,0,1,0,0,1,0,1,0,0,1
2011-05-04,1,1,1,40.72950794897145,-73.99202598467211,4,1,0,2,179.0,982.0,3400.0,0.0,81.0,1,0.0,1,1125,23,2015-04-18,2017-03-12,0.92,99.0,0,1,1,0,0,0,1,0,1,0
2017-02-24,1,1,1,40.72802782490546,-73.99179231163104,5,1,1,2,499.0,3493.0,14970.0,0.0,100.0,2,50.0,3,1125,4,2017-03-20,2017-04-16,2.73,100.0,0,1,1,0,0,0,1,0,0,1
2012-12-14,1,1,1,40.72182019825585,-73.99448622504131,4,1,2,2,250.0,1750.0,7500.0,400.0,50.0,1,0.0,1,1125,134,2015-03-11,2017-05-01,5.13,94.0,0,1,1,0,0,0,1,0,0,1
2011-06-28,1,1,1,40.72223464160568,-73.99526741088673,4,1,1,2,200.0,1400.0,6000.0,0.0,50.0,1,0.0,1,90,29,2016-11-16,2017-04-15,5.15,96.0,0,1,1,0,0,0,1,0,1,0
2015-12-21,33,33,33,40.72318140955013,-73.99471154747422,1,0,1,1,69.0,483.0,2070.0,0.0,0.0,1,0.0,1,1125,14,2016-03-16,2017-01-16,1.01,76.0,1,0,0,1,0,0,1,0,1,0
2014-04-23,4,4,3,40.783702691048624,-73.94877440636034,6,1,2,3,180.0,900.0,3200.0,0.0,0.0,1,0.0,1,1125,1,2016-01-05,2016-01-05,0.06,80.0,1,0,1,0,0,0,1,0,0,1
2016-06-30,1,1,1,40.773102721918505,-73.95169455946838,3,1,0,2,150.0,1050.0,4500.0,200.0,50.0,1,0.0,4,1125,9,2016-07-11,2017-01-01,0.91,91.0,0,1,1,0,0,0,1,0,1,0
2015-07-06,1,1,1,40.75994159291122,-73.96113709755642,3,1,0,2,180.0,1260.0,5400.0,0.0,15.0,2,40.0,1,1125,16,2016-09-18,2016-11-27,2.11,88.0,0,1,1,0,0,0,1,0,0,1
2014-12-14,1,1,1,40.77877148190273,-73.94824143420897,2,1,1,1,100.0,700.0,3000.0,0.0,0.0,1,0.0,1,1125,3,2015-07-24,2015-10-23,0.14,80.0,0,1,0,1,0,0,1,0,1,0
2016-07-05,1,1,1,40.77619933062428,-73.9504956934012,2,1,1,1,70.0,490.0,2100.0,100.0,10.0,1,20.0,2,1125,1,2017-04-17,2017-04-17,1.0,80.0,0,1,0,1,0,0,1,0,0,1
2013-12-09,1,1,1,40.76039566334799,-73.9602889855527,2,1,1,1,100.0,700.0,3000.0,0.0,0.0,1,0.0,3,1125,13,2014-06-03,2017-03-26,0.37,86.0,0,1,1,0,0,0,1,0,1,0
2015-02-09,1,1,1,40.77763306507156,-73.94938290928798,4,1,1,2,138.0,966.0,4140.0,199.0,90.0,2,30.0,4,1125,7,2016-02-13,2017-02-26,0.47,94.0,0,1,1,0,0,0,1,0,0,1
2015-06-03,1,1,1,40.76579274525823,-73.96168315824984,2,1,1,1,65.0,455.0,1950.0,0.0,20.0,1,0.0,2,1125,24,2015-11-23,2016-12-27,1.36,99.0,0,1,0,1,0,0,1,0,1,0
2013-03-18,1,1,1,40.77057705731208,-73.9593441044346,2,1,1,1,200.0,1400.0,6000.0,350.0,100.0,1,0.0,3,1125,5,2016-12-08,2017-04-17,1.02,96.0,0,1,1,0,0,0,1,0,0,1
2015-11-17,1,1,1,40.78613945460687,-73.95280287382498,4,1,1,1,100.0,700.0,3000.0,0.0,50.0,2,10.0,1,1125,57,2015-11-22,2017-04-13,3.23,94.0,0,1,1,0,0,0,1,0,0,1
2016-04-03,1,1,1,40.76184839108979,-73.9614122147711,8,1,3,4,400.0,2800.0,12000.0,0.0,100.0,1,0.0,1,1125,3,2017-03-06,2017-04-13,1.53,100.0,0,1,1,0,0,0,1,0,0,1
2013-05-10,1,1,1,40.78110363346197,-73.9487846434586,4,1,0,1,165.0,1155.0,4950.0,250.0,125.0,3,25.0,2,60,10,2016-07-24,2017-04-29,1.06,98.0,0,1,1,0,0,0,1,0,0,1
2013-06-20,2,2,1,40.76749130702666,-73.95532798690357,2,1,1,1,99.0,650.0,2450.0,150.0,20.0,1,10.0,5,60,50,2014-04-13,2017-01-14,1.34,94.0,0,1,0,1,0,0,1,0,0,1
2014-10-06,1,1,1,40.76750875188264,-73.96309342620276,4,1,2,2,300.0,2100.0,7000.0,500.0,125.0,1,0.0,4,120,57,2015-03-14,2016-11-28,2.19,96.0,0,1,1,0,0,0,1,0,0,1
2015-11-05,1,1,1,40.78396606647838,-73.95040617472587,4,1,1,2,139.0,973.0,4170.0,400.0,60.0,4,50.0,3,1125,18,2016-03-12,2016-07-25,1.29,92.0,0,1,1,0,0,0,1,0,0,1
2015-05-02,1,1,1,40.762884314635535,-73.96083688192932,2,1,1,1,130.0,910.0,3900.0,500.0,80.0,1,0.0,3,1125,2,2015-05-21,2015-12-28,0.08,90.0,0,1,1,0,0,0,1,0,0,1
2012-03-12,3,3,1,40.77589526694639,-73.94226913413839,2,1,0,1,120.0,800.0,3000.0,0.0,60.0,1,0.0,5,1125,67,2014-05-30,2017-04-18,1.88,87.0,0,1,1,0,0,0,1,1,0,0
2011-10-04,1,1,1,40.775321555062206,-73.95990291055222,4,1,1,1,250.0,1750.0,7500.0,0.0,0.0,1,0.0,1,1125,1,2015-12-30,2015-12-30,0.06,40.0,0,1,1,0,0,0,1,1,0,0
2014-06-12,1,1,1,40.77430680432991,-73.94894267090656,2,1,0,2,115.0,805.0,3450.0,300.0,0.0,1,0.0,3,7,5,2016-07-12,2017-01-02,0.51,96.0,0,1,1,0,0,0,1,0,1,0
2015-05-23,1,1,1,40.77498731614017,-73.94874613769697,2,1,0,1,120.0,840.0,3600.0,0.0,0.0,1,0.0,1,1125,1,2015-06-29,2015-06-29,0.04,100.0,0,1,1,0,0,0,1,0,1,0
2014-09-11,1,1,1,40.769652747635405,-73.96258131905829,2,1,0,1,160.0,1120.0,4800.0,0.0,0.0,1,0.0,5,1125,14,2014-09-25,2016-09-20,0.44,91.0,0,1,1,0,0,0,1,0,0,1
2011-11-11,1,1,1,40.78118712837575,-73.94679627148297,6,2,3,3,175.0,1225.0,5250.0,500.0,120.0,1,0.0,4,1125,3,2016-08-21,2016-09-03,0.35,93.0,0,1,1,0,0,0,1,0,0,1
2016-02-09,1,1,1,40.769497562007366,-73.95320087393085,2,1,1,1,135.0,945.0,4050.0,100.0,80.0,1,0.0,2,1125,10,2016-03-27,2017-01-04,0.74,100.0,0,1,1,0,0,0,1,0,1,0
2013-09-02,1,1,1,40.77018351950455,-73.94988268103667,3,1,0,1,145.0,1015.0,4350.0,300.0,150.0,1,10.0,30,1125,9,2013-09-28,2016-12-11,0.21,93.0,0,1,1,0,0,0,1,0,1,0
2014-07-29,2,2,1,40.769469712973326,-73.95632316660377,12,2,4,10,899.0,6293.0,26970.0,500.0,300.0,9,0.0,2,280,100,2015-09-14,2017-04-17,5.01,99.0,1,0,1,0,0,0,1,0,0,1
2016-03-08,2,2,2,40.76635410159224,-73.9568308738032,2,1,1,1,60.0,420.0,1800.0,0.0,0.0,1,0.0,5,1125,1,2016-08-04,2016-08-04,0.11,100.0,0,1,0,1,0,0,1,1,0,0
2014-08-28,2,2,2,40.77568283665362,-73.95283428011946,1,1,1,1,99.0,693.0,2970.0,0.0,60.0,1,0.0,4,1125,12,2015-05-19,2017-04-23,0.5,98.0,0,1,0,0,1,0,1,0,0,1
2016-01-10,1,1,1,40.78070700943054,-73.951491488172,1,1,1,1,150.0,1050.0,4500.0,0.0,0.0,1,0.0,1,6,3,2017-04-13,2017-04-17,3.0,100.0,0,1,0,1,0,0,1,1,0,0
2015-12-29,1,1,1,40.76234963484574,-73.96109180873889,5,1,1,4,134.0,938.0,4020.0,0.0,100.0,1,0.0,1,1125,20,2016-07-03,2017-03-07,1.95,89.0,0,1,0,1,0,0,1,0,0,1
2013-10-04,1,1,1,40.776475238895685,-73.96125729062246,2,1,1,2,250.0,1750.0,7500.0,300.0,50.0,1,0.0,4,8,6,2014-10-06,2016-07-06,0.19,90.0,0,1,1,0,0,0,1,0,0,1
2013-10-26,2,2,2,40.774303396177736,-73.94971215286262,6,1,3,3,350.0,2450.0,10500.0,200.0,100.0,6,50.0,1,1125,15,2016-01-02,2017-04-19,0.92,99.0,0,1,1,0,0,0,1,0,1,0
2012-03-01,1,1,1,40.7710270093292,-73.95166185843837,2,1,0,1,350.0,2450.0,10500.0,500.0,150.0,1,0.0,1,1125,2,2016-09-16,2016-10-07,0.26,100.0,0,1,1,0,0,0,1,0,0,1
2015-02-28,1,1,1,40.72519887959233,-74.01053500083647,2,2,1,1,250.0,1750.0,6500.0,0.0,150.0,2,0.0,3,1125,8,2015-11-13,2016-07-28,0.44,94.0,0,1,1,0,0,0,1,0,0,1
2012-02-11,3,3,2,40.7807921767599,-73.9468871801721,6,1,2,3,204.0,1428.0,6120.0,0.0,60.0,4,20.0,1,1125,70,2016-03-04,2017-04-30,4.92,96.0,0,1,1,0,0,0,1,0,1,0
2015-09-09,1,1,1,40.776667141148096,-73.95462911149238,3,1,0,1,140.0,980.0,4200.0,0.0,60.0,2,50.0,2,10,6,2016-08-07,2016-10-10,0.66,100.0,0,1,1,0,0,0,1,0,0,1
2015-08-04,1,1,1,40.762661472382,-73.96204530153965,2,1,1,1,140.0,980.0,3999.0,250.0,35.0,2,25.0,1,1125,55,2016-02-11,2017-04-23,3.67,89.0,0,1,1,0,0,0,1,0,0,1
2015-10-15,1,1,1,40.78059539553541,-73.9517785255242,3,1,0,1,155.0,1085.0,4650.0,0.0,25.0,2,35.0,7,13,2,2016-11-22,2016-11-28,0.36,100.0,0,1,1,0,0,0,1,0,0,1
2015-07-08,1,1,1,40.76672465997936,-73.96865084127347,8,2,4,5,689.0,4823.0,20670.0,0.0,400.0,4,100.0,1,1125,9,2016-11-28,2017-04-13,1.71,91.0,0,1,1,0,0,0,1,0,0,1
2016-02-26,1,1,1,40.77320235584397,-73.95857423183762,1,1,1,1,100.0,700.0,3000.0,0.0,0.0,1,0.0,2,6,2,2016-12-28,2016-12-30,0.47,70.0,0,1,0,1,0,0,1,1,0,0
2014-11-15,1,1,1,40.785734831239495,-73.97025919220916,3,1,1,2,249.0,1743.0,7470.0,300.0,68.0,2,20.0,3,1125,37,2015-06-24,2017-04-17,1.63,90.0,0,1,1,0,0,0,1,0,0,1
2014-07-09,3,3,3,40.79875156361196,-73.97128416433314,2,1,1,1,120.0,840.0,3600.0,500.0,50.0,1,25.0,1,1125,6,2016-10-10,2017-04-16,0.87,100.0,0,1,0,1,0,0,1,0,0,1
2015-11-06,1,1,1,40.797450140772256,-73.9721085529903,1,1,1,1,45.0,315.0,1350.0,0.0,0.0,1,0.0,3,1125,3,2016-08-24,2016-09-01,0.36,87.0,0,1,0,1,0,0,1,1,0,0
2012-06-22,1,1,1,40.80022750944555,-73.96678556987608,1,1,1,1,70.0,490.0,2100.0,0.0,25.0,1,0.0,4,1125,8,2016-09-28,2017-04-19,1.1,95.0,0,1,0,1,0,0,1,0,0,1
2013-11-13,1,1,1,40.79375871259614,-73.96734085627399,2,1,0,1,185.0,1295.0,5550.0,250.0,85.0,1,0.0,2,1125,10,2016-04-27,2016-09-01,0.8,96.0,0,1,1,0,0,0,1,0,1,0
2016-01-25,1,1,1,40.77889644109561,-73.97703915898245,4,1,1,2,175.0,1225.0,5250.0,300.0,45.0,1,0.0,2,7,10,2016-04-22,2017-04-30,0.79,84.0,0,1,1,0,0,0,1,0,1,0
2016-05-26,1,1,1,40.80205296290768,-73.96579674165434,1,1,1,1,36.0,252.0,1080.0,0.0,0.0,1,0.0,15,45,1,2016-08-01,2016-08-01,0.11,80.0,0,1,0,1,0,0,1,1,0,0
2015-08-30,1,1,1,40.7762465083865,-73.98102450417159,1,1,1,1,300.0,2100.0,9000.0,0.0,0.0,1,0.0,1,3,9,2015-09-06,2016-07-29,0.44,96.0,0,1,0,1,0,0,1,1,0,0
2014-01-13,1,1,1,40.78046916784658,-73.97572670151493,4,1,1,2,260.0,1820.0,7800.0,250.0,50.0,1,0.0,4,1125,48,2015-04-07,2017-04-13,1.89,93.0,0,1,1,0,0,0,1,0,0,1
2012-09-06,1,1,1,40.79267281540417,-73.9732078087862,6,1,1,1,260.0,1820.0,7800.0,0.0,39.0,3,10.0,4,1125,1,2017-04-26,2017-04-26,1.0,100.0,0,1,1,0,0,0,1,0,0,1
2015-11-16,2,2,1,40.79959965815947,-73.96209652744139,4,1,2,2,299.0,2093.0,8970.0,0.0,95.0,1,0.0,4,1125,37,2015-12-11,2017-04-11,2.17,92.0,0,1,1,0,0,0,1,0,0,1
2016-05-01,1,1,1,40.77542502884802,-73.97877128129802,3,1,0,1,190.0,1330.0,5700.0,300.0,70.0,1,0.0,2,1125,9,2016-08-19,2017-04-24,1.04,93.0,0,1,1,0,0,0,1,1,0,0
2016-11-16,5,5,5,40.79946198065094,-73.96296116319027,2,2,1,1,95.0,665.0,2850.0,0.0,20.0,1,0.0,1,1125,8,2017-01-25,2017-04-26,2.4,90.0,0,1,0,1,0,0,1,0,0,1
2013-12-10,2,2,2,40.799101418998085,-73.96962703067646,2,1,1,1,99.0,693.0,2970.0,0.0,80.0,1,0.0,5,1125,8,2016-09-03,2017-01-31,0.98,100.0,0,1,0,1,0,0,1,0,1,0
2014-04-01,1,1,1,40.84203169703604,-73.93985299502552,3,1,2,2,85.0,500.0,1000.0,100.0,25.0,2,75.0,2,10,6,2016-05-17,2017-04-02,0.51,100.0,0,1,0,1,0,0,1,0,1,0
2012-05-15,1,1,1,40.83945026528118,-73.94353321602816,3,1,1,1,120.0,840.0,3600.0,600.0,150.0,2,25.0,21,60,1,2016-08-07,2016-08-07,0.11,100.0,0,1,1,0,0,0,1,0,1,0
2017-03-15,1,1,1,40.837476653524206,-73.94277681843704,4,1,1,3,80.0,560.0,2400.0,0.0,0.0,2,5.0,1,21,5,2017-04-05,2017-04-24,5.0,96.0,0,1,1,0,0,0,1,1,0,0
2014-04-18,2,2,2,40.84966507209445,-73.93442848297461,2,1,1,1,60.0,420.0,1800.0,500.0,59.0,1,19.0,3,180,11,2016-07-31,2017-02-07,1.19,96.0,0,1,0,1,0,0,1,0,0,1
2013-10-25,1,1,1,40.85478706610171,-73.93704145764117,2,1,1,1,60.0,420.0,1800.0,0.0,30.0,1,0.0,4,1125,1,2016-01-03,2016-01-03,0.06,100.0,0,1,0,1,0,0,1,1,0,0
2014-07-27,1,1,1,40.84639657350248,-73.94046386890132,1,1,1,1,40.0,280.0,1200.0,0.0,29.0,1,20.0,3,120,15,2016-07-23,2017-05-01,1.57,100.0,0,1,0,1,0,0,1,0,0,1
2012-10-31,1,1,1,40.84499428968623,-73.93856001738317,4,1,0,1,125.0,875.0,3750.0,0.0,50.0,1,0.0,3,1125,7,2016-09-20,2017-02-23,0.93,97.0,0,1,1,0,0,0,1,1,0,0
2011-10-25,1,1,1,40.85486727318242,-73.93505265513295,3,1,2,2,160.0,300.0,1100.0,0.0,0.0,1,0.0,3,32,19,2013-02-08,2016-08-12,0.37,96.0,0,1,1,0,0,0,1,0,1,0
2013-07-10,1,1,1,40.8466594866776,-73.93925095016742,5,1,1,2,156.0,1092.0,4680.0,100.0,35.0,2,10.0,2,1125,8,2016-10-10,2017-04-16,1.16,98.0,0,1,1,0,0,0,1,0,0,1
2016-09-13,1,1,1,40.84704841115725,-73.93316619529705,2,1,1,1,50.0,350.0,1500.0,0.0,0.0,1,0.0,2,1125,5,2016-09-15,2017-04-16,0.65,87.0,0,1,0,1,0,0,1,1,0,0
2016-04-20,1,1,1,40.83141085372578,-73.94175239603881,2,1,1,1,55.0,385.0,1650.0,0.0,0.0,1,50.0,2,31,11,2016-05-07,2017-04-16,0.91,100.0,0,1,0,1,0,0,1,1,0,0
2015-06-11,1,1,1,40.85690472458466,-73.93741468004941,5,1,2,4,125.0,875.0,3300.0,0.0,125.0,4,50.0,25,62,6,2015-07-19,2016-08-19,0.27,87.0,0,1,1,0,0,0,1,0,0,1
2013-12-04,2,2,2,40.73844719855837,-74.00550765614253,3,1,2,2,225.0,1575.0,6750.0,500.0,100.0,2,100.0,7,1125,1,2017-02-07,2017-02-07,0.35,100.0,0,1,1,0,0,0,1,0,1,0
2013-05-23,1,1,1,40.73394893573975,-74.01011877224768,2,1,1,1,145.0,1015.0,4350.0,130.0,80.0,1,0.0,1,1125,2,2016-10-02,2016-12-31,0.28,90.0,0,1,0,1,0,0,1,0,1,0
2015-06-22,2,2,2,40.73537377793771,-74.00208614311408,5,2,2,3,410.0,2870.0,12300.0,400.0,100.0,1,0.0,2,1125,6,2016-09-24,2017-04-16,0.81,93.0,1,0,1,0,0,0,1,0,0,1
2016-05-24,1,1,1,40.73010987090922,-74.0026713310498,1,1,1,1,55.0,385.0,1650.0,250.0,0.0,1,0.0,1,29,7,2016-06-05,2016-06-28,0.63,97.0,0,1,0,1,0,0,1,1,0,0
2014-11-21,1,1,1,40.73556827892645,-74.00679863107469,2,1,1,1,300.0,2100.0,9000.0,0.0,80.0,1,0.0,2,1125,7,2015-08-20,2017-04-22,0.34,100.0,0,1,1,0,0,0,1,0,0,1
2016-07-13,1,1,1,40.73305182051959,-74.00302652045409,4,1,1,1,316.0,2212.0,9480.0,500.0,150.0,2,25.0,3,1125,26,2016-08-06,2017-04-20,2.87,88.0,0,1,1,0,0,0,1,0,0,1
2014-06-29,1,1,1,40.73239513637502,-74.00281585402901,3,1,2,1,300.0,2100.0,9000.0,0.0,0.0,1,0.0,4,1125,1,2015-06-20,2015-06-20,0.04,100.0,0,1,1,0,0,0,1,1,0,0
2015-09-10,1,1,1,40.73129037738158,-74.00236656385799,2,1,1,1,300.0,2100.0,9000.0,500.0,100.0,1,0.0,2,1125,3,2016-05-01,2016-10-24,0.24,90.0,0,1,1,0,0,0,1,0,0,1
2016-04-02,1,1,1,40.73490398872288,-74.0038774977625,2,1,0,1,293.0,2051.0,8790.0,500.0,100.0,1,50.0,1,60,4,2016-09-20,2016-10-28,0.53,100.0,0,1,1,0,0,0,1,0,0,1
2014-11-02,1,1,1,40.7329969918614,-74.00096927333458,2,1,0,1,179.0,1253.0,5370.0,0.0,69.0,1,0.0,3,14,2,2017-04-12,2017-04-17,2.0,100.0,0,1,1,0,0,0,1,0,0,1
2012-08-05,1,1,1,40.73178059893629,-74.00173085709274,4,1,2,2,250.0,1750.0,7500.0,0.0,60.0,2,10.0,3,730,32,2016-05-27,2017-04-13,2.8,95.0,0,1,1,0,0,0,1,0,0,1
2016-10-10,1,1,1,40.72908748774373,-74.00813689772862,2,1,1,1,125.0,875.0,3750.0,250.0,70.0,1,25.0,1,29,37,2016-10-16,2017-04-14,5.52,91.0,0,1,1,0,0,0,1,0,0,1
2011-09-16,1,1,1,40.73119414149624,-74.00308474854701,2,1,1,1,165.0,1155.0,3500.0,100.0,75.0,2,0.0,1,1125,36,2014-04-20,2017-04-23,0.97,94.0,0,1,1,0,0,0,1,1,0,0
2011-10-06,1,1,1,40.73933295776645,-74.00240846870767,2,1,1,1,250.0,1750.0,7500.0,200.0,0.0,1,0.0,5,1125,2,2016-09-18,2016-10-16,0.26,100.0,0,1,1,0,0,0,1,0,1,0
2016-06-10,1,1,1,40.71855245004485,-73.96358971974188,1,1,1,1,85.0,595.0,2550.0,0.0,55.0,1,0.0,3,7,1,2016-06-26,2016-06-26,0.1,100.0,0,1,0,1,0,0,1,1,0,0
2012-11-15,1,1,1,40.77474357696061,-73.9788625789361,2,1,1,1,125.0,800.0,3400.0,250.0,25.0,1,35.0,1,1125,122,2014-11-03,2017-04-21,4.01,88.0,0,1,0,1,0,0,1,0,0,1
2014-12-12,1,1,1,40.79331140868158,-73.9753662657651,2,1,0,1,149.0,1043.0,4470.0,300.0,50.0,2,0.0,4,1125,11,2015-05-16,2016-10-22,0.46,96.0,0,1,1,0,0,0,1,0,0,1
2010-12-03,1,1,1,40.79166684633651,-73.9798716737908,2,1,1,1,175.0,1225.0,5250.0,0.0,100.0,1,0.0,2,7,4,2016-06-27,2016-08-17,0.39,95.0,0,1,1,0,0,0,1,0,1,0
2015-05-05,1,1,1,40.79168554845963,-73.97497673184998,1,1,0,1,86.0,602.0,2500.0,0.0,0.0,1,0.0,1,1125,2,2016-05-20,2016-07-02,0.17,100.0,0,1,1,0,0,0,1,1,0,0
2015-10-08,1,1,1,40.778741206705895,-73.98436713179359,3,1,0,1,200.0,950.0,3200.0,500.0,60.0,3,50.0,4,1125,11,2015-12-22,2017-03-23,0.66,98.0,0,1,1,0,0,0,1,0,0,1
2012-03-19,1,1,1,40.79941367531562,-73.97025665698328,4,1,2,2,190.0,1330.0,5700.0,500.0,150.0,1,0.0,4,40,18,2012-04-18,2016-10-22,0.29,97.0,0,1,1,0,0,0,1,0,0,1
2015-06-16,2,2,2,40.79421083965389,-73.97096774274065,2,1,1,1,89.0,588.0,2670.0,0.0,20.0,1,0.0,3,1125,1,2015-07-26,2015-07-26,0.05,100.0,0,1,0,1,0,0,1,0,1,0
2016-03-03,3,3,3,40.8402008037239,-73.93659192340057,2,1,1,1,50.0,350.0,1500.0,0.0,20.0,1,10.0,1,15,5,2017-01-04,2017-04-30,1.24,68.0,0,1,0,1,0,0,1,0,1,0
2012-11-10,29,29,7,40.85096495709203,-73.9320718378739,1,1,1,1,85.0,500.0,1000.0,300.0,50.0,1,0.0,30,1125,4,2013-07-22,2015-09-30,0.09,80.0,0,1,0,1,0,0,1,0,0,1
2015-06-19,1,1,1,40.85383695844656,-73.93763275026858,2,1,2,2,120.0,600.0,2400.0,300.0,80.0,1,0.0,30,45,3,2016-05-31,2017-01-08,0.27,93.0,0,1,1,0,0,0,1,0,0,1
2014-01-28,3,3,2,40.83333155198783,-73.9418177949635,2,1,1,1,53.0,371.0,1590.0,0.0,30.0,1,15.0,3,1125,122,2014-04-22,2017-04-22,3.3,92.0,0,1,0,1,0,0,1,0,0,1
2013-07-21,1,1,1,40.85719235774513,-73.93573200434405,2,1,1,1,185.0,1295.0,5550.0,0.0,75.0,1,0.0,2,1125,31,2014-07-15,2016-10-02,0.91,97.0,0,1,0,1,0,0,1,0,1,0
2016-08-14,1,1,1,40.84723451179914,-73.94044975418156,2,2,1,1,30.0,210.0,900.0,0.0,0.0,1,0.0,14,1125,1,2016-10-29,2016-10-29,0.16,100.0,0,1,0,1,0,0,1,1,0,0
2015-09-04,1,1,1,40.85368698350027,-73.93187460072434,2,1,1,1,70.0,347.0,1436.0,150.0,40.0,1,20.0,1,7,5,2016-04-02,2016-08-21,0.38,100.0,0,1,0,1,0,0,1,1,0,0
2016-05-09,3,3,3,40.84871924411698,-73.9345801685414,1,1,1,1,95.0,665.0,2850.0,250.0,5.0,1,10.0,2,1125,2,2016-09-06,2016-09-15,0.25,100.0,0,1,0,1,0,0,1,0,0,1
2016-12-09,1,1,1,40.8374489729492,-73.93917724180501,3,1,1,1,60.0,420.0,1800.0,0.0,20.0,2,20.0,2,90,3,2017-03-08,2017-04-01,1.58,100.0,0,1,0,1,0,0,1,0,0,1
2015-03-29,1,1,1,40.73232259519642,-74.00473440508198,6,1,2,3,400.0,2800.0,12000.0,500.0,120.0,1,0.0,2,1125,26,2016-07-30,2017-04-14,2.79,90.0,0,1,1,0,0,0,1,0,0,1
2011-12-28,1,1,1,40.73310807501644,-74.00400870319189,2,1,1,1,185.0,1295.0,5550.0,700.0,85.0,2,50.0,7,25,19,2014-06-19,2016-07-31,0.54,97.0,0,1,1,0,0,0,1,0,1,0
2016-01-09,4,4,4,40.738723227392086,-74.00823852765556,2,1,1,1,209.0,1463.0,6270.0,0.0,85.0,2,0.0,2,1125,4,2016-09-21,2017-01-01,0.53,95.0,0,1,0,1,0,0,1,0,0,1
2012-05-31,1,1,1,40.7365694709528,-74.00499300729366,2,1,1,1,299.0,2093.0,8970.0,300.0,50.0,1,0.0,2,30,3,2016-08-25,2017-04-15,0.36,100.0,0,1,1,0,0,0,1,0,0,1
2011-04-29,1,1,1,40.73339488415839,-74.00402915500166,1,1,1,1,70.0,490.0,2100.0,100.0,40.0,1,0.0,7,1125,1,2016-04-20,2016-04-20,0.08,100.0,0,1,0,1,0,0,1,0,1,0
2013-04-21,1,1,1,40.73676997703753,-74.00992879228865,3,1,2,3,265.0,1855.0,4200.0,500.0,125.0,3,75.0,7,28,4,2014-07-30,2016-09-01,0.12,95.0,0,1,1,0,0,0,1,0,0,1
2015-11-12,1,1,1,40.74048955177951,-74.005266504589,7,2,2,4,600.0,4200.0,18000.0,600.0,190.0,1,0.0,1,1125,4,2017-03-13,2017-04-21,2.31,100.0,1,0,1,0,0,0,1,0,0,1
2014-05-28,1,1,1,40.73012148117012,-74.00455083515844,2,1,1,1,125.0,875.0,3750.0,0.0,0.0,1,0.0,1,1125,2,2017-04-01,2017-04-10,1.82,100.0,0,1,0,1,0,0,1,1,0,0
2014-06-11,11,11,11,40.74896107786202,-73.99657109885041,1,1,1,1,77.0,539.0,2310.0,0.0,8.0,1,0.0,1,90,55,2016-03-17,2017-04-17,4.0,91.0,0,1,0,1,0,0,1,0,1,0
2014-01-08,1,1,1,40.74259104565576,-73.99707787770308,2,1,0,1,160.0,1120.0,4800.0,0.0,60.0,1,0.0,5,14,6,2014-02-16,2017-04-20,0.15,100.0,0,1,1,0,0,0,1,0,0,1
2012-03-10,1,1,1,40.7460472547508,-73.99905515752717,2,1,1,1,125.0,875.0,3750.0,0.0,0.0,1,50.0,2,7,72,2013-09-23,2017-04-16,1.64,93.0,0,1,0,1,0,0,1,0,1,0
2011-12-11,1,1,1,40.711637174498726,-74.00774463537614,8,1,2,5,250.0,1750.0,7500.0,300.0,150.0,8,25.0,2,365,163,2012-08-03,2017-04-08,2.82,97.0,0,1,1,0,0,0,1,0,0,1
2016-09-16,1,1,1,40.74905692659917,-73.99683054181413,2,1,0,1,145.0,1015.0,4350.0,0.0,60.0,1,15.0,1,1125,3,2017-04-12,2017-04-26,3.0,93.0,0,1,1,0,0,0,1,0,1,0
2015-11-14,1,1,1,40.74295026450962,-73.99778058436974,1,1,1,1,100.0,700.0,3000.0,0.0,45.0,1,0.0,1,1121,17,2016-12-03,2017-04-26,3.36,91.0,0,1,0,1,0,0,1,0,0,1
2013-02-14,1,1,1,40.74691032604212,-73.99927613882618,2,1,0,1,260.0,1820.0,5800.0,500.0,25.0,1,20.0,2,1125,5,2015-09-28,2017-04-14,0.26,96.0,0,1,1,0,0,0,1,0,1,0
