Host Since,Host Listings Count,Host Total Listings Count,Calculated host listings count,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Weekly Price,Monthly Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,First Review,Last Review,Reviews per Month,Review Scores Rating,Property Type_Building,Property Type_Unit,Room Type_Entire home/apt,Room Type_Private room,Room Type_Shared room,Bed Type_Other,Bed Type_Real Bed,Cancellation Policy_flexible,Cancellation Policy_moderate,Cancellation Policy_strict
2015-04-02,1,1,1,40.73181881017446,-73.98450109557686,2,1,1,1,195.0,1365.0,5850.0,150.0,65.0,1,0.0,5,1125,19,2015-04-26,2016-11-28,0.77,93.0,0,1,0,1,0,0,1,0,1,0
2015-07-16,1,1,1,40.72164295228664,-73.97927244321356,2,1,1,1,175.0,1225.0,5250.0,0.0,0.0,1,0.0,1,29,9,2016-05-23,2016-06-27,0.78,95.0,0,1,1,0,0,0,1,1,0,0
2014-09-01,1,1,1,40.72798099480942,-73.977868677484,3,1,2,2,135.0,945.0,4050.0,0.0,0.0,1,0.0,1,5,1,2016-12-28,2016-12-28,0.23,60.0,0,1,1,0,0,0,1,1,0,0
2013-06-03,1,1,1,40.73113467629035,-73.98371020316442,4,1,2,2,195.0,1365.0,5850.0,200.0,50.0,2,15.0,6,1125,1,2013-08-06,2013-08-06,0.02,97.0,0,1,1,0,0,0,1,1,0,0
2014-03-25,1,1,1,40.74070773249858,-73.98631807179254,3,1,1,1,250.0,1750.0,7500.0,0.0,0.0,1,0.0,2,1125,6,2014-08-11,2015-04-01,0.18,80.0,0,1,0,1,0,0,1,1,0,0
2012-04-09,3,3,1,40.74153299055511,-73.9923305833395,6,1,2,3,319.0,2233.0,7500.0,500.0,150.0,4,50.0,2,31,69,2012-09-12,2017-04-15,1.22,89.0,0,1,1,0,0,0,1,0,0,1
2012-06-16,1,1,1,40.807985293402105,-73.94424272220519,4,1,1,2,115.0,650.0,2000.0,100.0,25.0,1,0.0,1,30,11,2015-07-19,2016-08-18,0.5,89.0,0,1,1,0,0,0,1,0,1,0
2012-11-14,1,1,1,40.81915055300289,-73.93963539485182,3,1,1,1,100.0,600.0,3000.0,100.0,50.0,2,50.0,7,14,11,2014-08-08,2015-09-07,0.33,93.0,0,1,1,0,0,0,1,0,1,0
2014-12-10,6,6,6,40.8221781585151,-73.94022370825513,1,1,1,1,29.0,203.0,870.0,0.0,22.0,1,20.0,4,10,9,2016-10-08,2017-04-17,1.3,93.0,0,1,0,1,0,0,1,0,0,1
2010-05-17,3,3,3,40.81525637892573,-73.9479087416032,5,1,2,3,165.0,1155.0,3500.0,150.0,80.0,2,25.0,2,365,9,2010-09-14,2017-04-23,0.11,93.0,0,1,1,0,0,0,1,0,0,1
2012-06-15,1,1,1,40.82099902940707,-73.95021330356772,4,2,2,2,200.0,1400.0,6000.0,300.0,100.0,1,0.0,3,30,24,2013-09-24,2017-04-25,0.55,92.0,0,1,1,0,0,0,1,0,1,0
2016-06-13,1,1,1,40.812923959425966,-73.94547930093826,2,1,2,2,80.0,560.0,2400.0,95.0,25.0,3,10.0,3,1125,9,2016-06-20,2017-02-26,0.85,93.0,0,1,0,1,0,0,1,1,0,0
2016-05-19,1,1,1,40.82342231649299,-73.94166045339637,2,1,1,1,98.0,686.0,2940.0,0.0,0.0,1,0.0,1,10,38,2016-05-29,2017-04-11,3.35,92.0,0,1,0,1,0,1,0,1,0,0
2014-05-06,2,2,2,40.80033501621556,-73.95535931373024,3,1,1,2,159.0,1113.0,4770.0,0.0,39.0,2,25.0,1,1125,16,2016-06-05,2017-01-01,1.44,89.0,0,1,0,0,1,0,1,0,0,1
2015-05-23,1,1,1,40.82487666514478,-73.94407349459618,3,1,1,1,95.0,665.0,2850.0,300.0,30.0,2,50.0,3,1125,8,2015-12-31,2017-03-22,0.49,95.0,0,1,1,0,0,0,1,0,1,0
2012-09-06,1,1,1,40.828288431270224,-73.94791968912686,6,1,1,3,180.0,1260.0,5400.0,100.0,50.0,2,20.0,2,1125,13,2013-09-09,2016-12-11,0.29,83.0,0,1,1,0,0,0,1,0,0,1
2014-07-09,1,1,1,40.81913936207788,-73.94703071994796,2,2,1,1,95.0,539.0,1764.0,0.0,75.0,1,0.0,4,1125,82,2014-08-17,2017-04-15,2.48,92.0,0,1,0,1,0,0,1,0,0,1
2016-07-03,1,1,1,40.81116830668174,-73.93951021563068,3,1,1,2,150.0,1050.0,4500.0,500.0,50.0,1,0.0,2,6,2,2016-09-20,2016-10-04,0.27,100.0,0,1,1,0,0,0,1,0,1,0
2015-09-20,1,1,1,40.80793893020419,-73.94150125596683,2,1,1,1,80.0,560.0,2400.0,0.0,0.0,1,0.0,1,1125,3,2016-05-16,2016-06-03,0.25,90.0,0,1,0,1,0,0,1,1,0,0
2014-08-17,1,1,1,40.80626991399311,-73.94896319579027,2,1,1,1,95.0,665.0,2850.0,250.0,50.0,2,25.0,2,365,5,2016-04-23,2017-01-01,0.4,92.0,0,1,0,1,0,0,1,0,0,1
2010-12-18,1,1,1,40.82888248928016,-73.9430695393683,1,1,1,1,75.0,525.0,2250.0,0.0,0.0,1,0.0,3,14,11,2013-03-11,2015-07-31,0.22,98.0,0,1,0,1,0,0,1,0,1,0
2014-05-01,1,1,1,40.80984906350142,-73.9434812634338,2,1,1,1,90.0,630.0,1900.0,200.0,55.0,2,40.0,2,1125,59,2015-02-15,2017-04-24,2.19,96.0,0,1,0,1,0,0,1,0,1,0
2012-01-08,1,1,1,40.79981727749284,-73.953749792561,3,1,1,1,130.0,910.0,3900.0,200.0,35.0,1,15.0,2,1125,14,2016-01-01,2017-04-09,0.86,99.0,0,1,1,0,0,0,1,0,1,0
2014-07-03,1,1,1,40.82471345026729,-73.94331506856176,1,1,1,1,65.0,455.0,1950.0,500.0,0.0,1,40.0,5,1125,2,2016-07-19,2016-10-20,0.21,90.0,0,1,0,1,0,0,1,1,0,0
2012-12-04,1,1,1,40.80513797706014,-73.95607518445794,3,1,1,1,150.0,1050.0,4500.0,0.0,50.0,2,25.0,3,7,15,2015-02-23,2017-03-25,0.56,95.0,0,1,1,0,0,0,1,0,1,0
2015-03-09,1,1,1,40.72917768861733,-73.99881949238888,2,1,0,1,500.0,3500.0,4500.0,0.0,60.0,1,0.0,30,90,1,2016-08-01,2016-08-01,0.11,100.0,0,1,1,0,0,0,1,0,0,1
2013-10-08,1,1,1,40.73459111987216,-73.99546066391994,3,1,1,1,350.0,2450.0,10500.0,0.0,150.0,1,0.0,2,7,1,2017-04-10,2017-04-10,1.0,100.0,0,1,1,0,0,0,1,1,0,0
2014-11-03,2,2,1,40.72739186048311,-73.99636328939361,6,1,2,4,601.0,4207.0,18030.0,257.0,186.0,4,26.0,1,1125,86,2015-02-08,2017-02-20,3.16,95.0,0,1,1,0,0,0,1,0,0,1
2014-08-07,2,2,2,40.72819270181536,-74.00040930526492,4,1,1,1,149.0,1043.0,4470.0,0.0,30.0,2,0.0,2,1125,15,2015-08-25,2016-09-24,0.73,90.0,0,1,0,1,0,0,1,1,0,0
2014-10-08,1,1,1,40.73154074994861,-73.9941191042655,2,1,1,2,250.0,1750.0,7500.0,100.0,30.0,1,0.0,1,1125,23,2016-04-18,2017-01-01,1.81,97.0,0,1,0,1,0,0,1,1,0,0
2013-09-27,2,2,1,40.731052129742615,-73.99984856763446,3,1,1,1,165.0,1155.0,4950.0,0.0,40.0,1,0.0,1,1125,23,2016-10-07,2017-04-30,3.27,97.0,0,1,0,1,0,0,1,0,1,0
2012-11-20,2,2,2,40.72858047511272,-73.99893393259983,2,1,1,1,130.0,910.0,3900.0,0.0,20.0,1,0.0,3,10,59,2012-12-30,2017-04-22,1.12,94.0,0,1,0,1,0,0,1,0,0,1
2014-11-06,1,1,1,40.8006399360437,-73.95688732067504,2,1,1,2,85.0,595.0,2550.0,120.0,35.0,1,50.0,2,6,1,2015-10-13,2015-10-13,0.05,80.0,0,1,0,1,0,0,1,0,1,0
2013-01-05,1,1,1,40.82042029108905,-73.95798151691588,3,1,1,2,110.0,770.0,3300.0,300.0,50.0,1,0.0,4,30,11,2013-07-26,2017-04-23,0.24,94.0,0,1,1,0,0,0,1,0,0,1
2009-01-02,3,3,3,40.82482171666878,-73.94791928266034,2,1,1,1,60.0,450.0,999.0,0.0,65.0,1,10.0,3,365,47,2011-10-30,2017-03-31,0.7,81.0,0,1,0,1,0,0,1,0,0,1
2013-05-11,1,1,1,40.803871709242216,-73.94394490391261,3,1,0,2,106.0,742.0,3180.0,0.0,40.0,2,50.0,1,1125,1,2017-04-08,2017-04-16,1.0,100.0,0,1,1,0,0,0,1,0,1,0
2013-09-18,2,2,1,40.81313119402105,-73.95140617955677,3,1,2,2,175.0,1225.0,5250.0,0.0,50.0,3,40.0,1,7,2,2016-07-10,2016-09-05,0.2,90.0,0,1,1,0,0,0,1,0,0,1
2014-04-06,1,1,1,40.79973031175877,-73.95540504306642,2,1,1,1,120.0,840.0,3600.0,200.0,55.0,2,20.0,1,1125,65,2014-12-13,2017-04-16,2.23,93.0,0,1,1,0,0,0,1,0,1,0
2012-09-17,1,1,1,40.82530616824017,-73.95356293579526,4,1,1,3,175.0,1225.0,5250.0,200.0,50.0,4,0.0,2,30,27,2014-10-31,2016-07-26,0.88,96.0,0,1,1,0,0,0,1,0,1,0
2013-01-01,4,4,4,40.804206007276406,-73.94301854281319,2,1,0,1,135.0,945.0,4050.0,200.0,100.0,1,0.0,3,1125,118,2013-08-05,2017-04-16,2.59,92.0,0,1,1,0,0,0,1,0,1,0
2012-07-26,1,1,1,40.73253857781267,-73.993287906152,2,1,1,1,199.0,1393.0,5970.0,0.0,50.0,1,0.0,1,1125,41,2014-11-17,2017-04-16,1.37,95.0,0,1,1,0,0,0,1,0,0,1
2015-06-08,1,1,1,40.73598241944311,-73.98160501908923,4,1,2,3,125.0,875.0,3750.0,0.0,0.0,1,0.0,1,1125,19,2016-03-15,2016-06-23,1.37,88.0,0,1,1,0,0,1,0,1,0,0
2013-07-30,1,1,1,40.73651052747633,-73.98234755645754,3,1,0,2,115.0,805.0,3450.0,0.0,0.0,1,0.0,30,100,13,2016-05-23,2017-01-04,1.12,97.0,0,1,1,0,0,0,1,0,1,0
2015-11-18,1,1,1,40.73397423227392,-73.98183117322179,5,1,2,2,279.0,1953.0,8370.0,500.0,175.0,3,75.0,3,112,33,2015-12-03,2017-05-01,1.91,95.0,0,1,1,0,0,0,1,0,0,1
2014-03-18,2,2,1,40.73405774855954,-73.98119091623852,2,1,1,1,165.0,1155.0,4950.0,750.0,100.0,2,40.0,4,90,34,2014-09-09,2017-04-30,1.05,97.0,0,1,1,0,0,0,1,0,0,1
2014-07-15,1,1,1,40.73343465650297,-73.98634024782595,3,1,1,1,180.0,1260.0,6000.0,500.0,80.0,2,15.0,2,1125,28,2014-09-05,2017-01-03,0.86,96.0,0,1,1,0,0,0,1,0,1,0
2010-11-25,1,1,1,40.73711111793558,-73.98985060759752,2,1,0,1,220.0,1540.0,5500.0,800.0,60.0,2,0.0,4,29,37,2014-08-14,2017-04-13,1.12,95.0,0,1,1,0,0,1,0,0,1,0
2010-12-12,1,1,1,40.73707124162717,-73.98169011162646,2,1,1,1,115.0,750.0,3450.0,100.0,40.0,1,0.0,3,15,54,2011-01-03,2017-04-13,0.7,92.0,0,1,1,0,0,0,1,1,0,0
2016-02-22,1,1,1,40.73710907284842,-73.98573375137508,2,1,0,1,250.0,1750.0,7500.0,0.0,60.0,1,0.0,5,1125,3,2016-09-12,2016-12-28,0.38,93.0,0,1,1,0,0,0,1,0,1,0
2015-03-22,1,1,1,40.73340045608314,-73.98144005666607,3,1,1,1,177.0,1239.0,5310.0,0.0,50.0,1,0.0,2,12,22,2016-06-09,2017-04-23,2.0,93.0,0,1,1,0,0,0,1,0,0,1
2011-03-13,21,21,18,40.733457705126426,-73.9851052849037,2,1,1,2,68.0,476.0,2040.0,0.0,100.0,1,10.0,30,1125,1,2016-12-31,2016-12-31,0.24,100.0,1,0,0,1,0,0,1,0,0,1
2016-01-15,1,1,1,40.82004378145193,-73.95063403453418,2,1,1,1,40.0,280.0,1200.0,0.0,20.0,1,0.0,2,27,3,2016-12-21,2017-01-23,0.67,100.0,0,1,0,1,0,0,1,0,1,0
2012-08-12,4,4,4,40.80936759446545,-73.94988559867502,2,2,1,1,120.0,840.0,3600.0,0.0,25.0,2,50.0,2,1125,2,2017-03-14,2017-04-30,1.18,100.0,0,1,0,1,0,0,1,0,0,1
2015-06-15,1,1,1,40.81175885313112,-73.9499938090856,3,1,1,1,100.0,700.0,3000.0,100.0,30.0,1,0.0,3,29,2,2015-12-09,2016-02-22,0.12,100.0,0,1,1,0,0,0,1,0,1,0
2015-09-11,3,3,3,40.8217458770874,-73.94521298610763,6,1,2,3,200.0,1400.0,6000.0,200.0,110.0,4,30.0,3,1125,24,2015-12-01,2017-05-03,1.38,95.0,0,1,1,0,0,0,1,0,0,1
2016-07-09,1,1,1,40.82611432136213,-73.94407049465784,4,1,1,2,150.0,1050.0,4500.0,0.0,65.0,2,10.0,2,1125,40,2016-07-11,2017-04-17,4.04,96.0,0,1,1,0,0,0,1,0,1,0
2013-05-29,2,2,2,40.82557339732453,-73.95514006198017,2,2,1,1,65.0,425.0,1680.0,500.0,45.0,1,25.0,7,90,5,2014-04-22,2015-05-24,0.14,96.0,0,1,0,1,0,1,0,0,0,1
2014-01-12,1,1,1,40.823353258668135,-73.94886928660463,2,1,1,1,100.0,785.0,3050.0,300.0,75.0,1,95.0,3,1125,4,2015-05-31,2015-07-01,0.17,100.0,0,1,0,1,0,0,1,0,0,1
2009-12-08,1,1,1,40.82161989539501,-73.955298678606,2,2,1,1,54.0,378.0,1620.0,0.0,0.0,1,11.0,4,29,2,2016-01-08,2017-04-06,0.12,100.0,0,1,0,1,0,0,1,0,0,1
2014-06-18,1,1,1,40.824629197572825,-73.94300830687881,2,1,1,1,40.0,280.0,1200.0,0.0,10.0,1,0.0,2,30,3,2016-07-08,2016-08-08,0.3,93.0,0,1,0,1,0,0,1,0,1,0
2013-09-08,5,5,5,40.807487577307214,-73.95412902019261,3,1,0,1,76.0,532.0,2280.0,0.0,35.0,1,20.0,1,1125,4,2017-03-11,2017-04-05,2.18,100.0,1,0,0,1,0,0,1,0,0,1
2011-07-28,1,1,1,40.72135910066464,-73.98893665160298,3,1,0,1,180.0,1260.0,5400.0,150.0,30.0,1,0.0,2,1125,20,2015-06-15,2016-11-27,0.87,94.0,0,1,1,0,0,0,1,0,1,0
2010-07-25,1,1,1,40.717031480550766,-73.98612391543232,2,1,1,1,150.0,1050.0,4500.0,0.0,50.0,2,0.0,2,90,129,2013-07-20,2017-04-29,2.8,94.0,0,1,1,0,0,0,1,0,1,0
2014-06-17,1,1,1,40.71853993444228,-73.98361518488177,5,1,2,2,250.0,1750.0,7500.0,0.0,50.0,1,0.0,2,1125,2,2016-12-31,2017-01-02,0.48,80.0,0,1,1,0,0,0,1,0,1,0
2013-04-30,1,1,1,40.719279862726175,-73.98992902691718,4,1,1,2,144.0,1008.0,2400.0,300.0,95.0,1,14.0,2,35,70,2013-05-07,2017-04-15,1.44,88.0,0,1,1,0,0,0,1,0,0,1
2012-10-07,1,1,1,40.74796734958236,-73.98016679828997,1,1,1,1,138.0,966.0,4140.0,0.0,50.0,1,30.0,3,1125,1,2017-04-25,2017-04-25,1.0,100.0,0,1,0,1,0,0,1,0,0,1
2014-11-16,2,2,2,40.7470837507594,-73.9757973870451,3,1,1,1,110.0,770.0,3300.0,200.0,0.0,1,40.0,2,16960,36,2015-06-02,2016-10-30,1.53,90.0,0,1,0,1,0,0,1,0,0,1
2013-08-06,1,1,1,40.746548111159065,-73.97314870925332,2,1,1,2,219.0,1533.0,6570.0,0.0,70.0,1,0.0,2,1125,31,2014-05-09,2017-04-28,0.85,93.0,0,1,1,0,0,0,1,0,0,1
2013-05-23,1,1,1,40.7395782468405,-73.98257526881301,2,1,1,1,195.0,1365.0,5850.0,0.0,0.0,1,0.0,1,1125,2,2017-02-19,2017-03-10,0.81,100.0,0,1,1,0,0,0,1,1,0,0
2015-10-28,1,1,1,40.74269789506074,-73.98231026334359,2,1,1,1,85.0,595.0,2550.0,0.0,30.0,1,10.0,1,1125,1,2015-11-08,2015-11-08,0.06,60.0,0,1,0,1,0,0,1,1,0,0
2014-08-08,1,1,1,40.74246528231658,-73.98201870312832,2,1,1,1,79.0,553.0,2370.0,0.0,0.0,1,0.0,1,30,13,2016-08-13,2017-05-02,1.48,92.0,0,1,0,1,0,0,1,0,1,0
2016-01-13,1,1,1,40.74094102002051,-73.98079979081761,4,1,0,2,199.0,1393.0,5970.0,0.0,60.0,2,10.0,2,1125,31,2016-03-24,2017-03-18,2.29,98.0,0,1,1,0,0,0,1,0,1,0
2013-05-23,1,1,1,40.74148381445119,-73.98303752359001,2,1,1,1,100.0,700.0,3000.0,125.0,100.0,1,0.0,3,8,3,2014-05-20,2015-09-10,0.08,90.0,0,1,1,0,0,0,1,0,1,0
2011-08-02,1,1,1,40.738726068842816,-73.9809990026747,2,1,1,1,165.0,1155.0,4950.0,0.0,0.0,1,0.0,2,1125,15,2014-07-01,2017-03-19,0.43,99.0,0,1,1,0,0,0,1,1,0,0
2014-12-27,1,1,1,40.738770465760666,-73.98120570306403,4,1,1,1,165.0,1155.0,4950.0,200.0,50.0,2,20.0,2,1125,27,2015-07-26,2017-04-09,1.25,93.0,0,1,1,0,0,0,1,0,0,1
2015-05-03,1,1,1,40.741223492648,-73.97918935400511,4,1,1,2,220.0,1540.0,6600.0,350.0,80.0,2,20.0,2,1125,1,2017-03-27,2017-03-27,0.77,100.0,0,1,1,0,0,0,1,0,0,1
2014-05-29,2,2,1,40.71926720346139,-73.99696259853694,4,1,2,2,315.0,2205.0,9450.0,300.0,100.0,1,0.0,4,60,69,2015-05-17,2017-04-21,2.88,88.0,0,1,1,0,0,0,1,0,0,1
2015-05-15,1,1,1,40.76302756196879,-73.98154119967933,4,1,2,2,500.0,3500.0,15000.0,400.0,110.0,2,15.0,4,1125,42,2015-06-13,2016-07-17,1.82,94.0,0,1,1,0,0,0,1,0,0,1
2015-01-18,1,1,1,40.754818056809576,-73.96776294866105,7,2,2,3,350.0,2450.0,10500.0,800.0,135.0,5,0.0,3,1125,27,2016-03-22,2017-04-18,1.99,92.0,0,1,1,0,0,0,1,0,0,1
2009-07-18,1,1,1,40.763612306255496,-73.98304279446869,3,1,1,1,265.0,1855.0,7950.0,750.0,100.0,2,25.0,3,90,7,2015-10-06,2016-12-29,0.36,100.0,0,1,1,0,0,0,1,0,0,1
2014-06-28,1,1,1,40.75124300462005,-73.9815752610959,2,1,1,1,99.0,693.0,2970.0,0.0,15.0,1,15.0,20,1125,3,2016-11-16,2017-01-07,0.53,100.0,0,1,0,1,0,0,1,1,0,0
2013-09-23,2,2,2,40.75799918060642,-73.96654477869552,2,1,1,1,199.0,1393.0,5970.0,0.0,80.0,2,20.0,6,1125,15,2016-10-29,2017-04-11,2.41,89.0,0,1,1,0,0,0,1,0,0,1
2016-12-06,3,3,1,40.74325781494158,-73.9834006964144,2,2,1,4,55.0,385.0,1650.0,100.0,150.0,1,60.0,1,1125,4,2016-12-18,2017-01-26,0.88,90.0,0,1,0,0,1,0,1,0,0,1
2016-11-27,1,1,1,40.75298578275215,-73.98899156713813,4,1,1,2,309.0,2163.0,9270.0,0.0,100.0,1,0.0,3,1125,3,2017-02-05,2017-04-15,1.02,100.0,0,1,1,0,0,0,1,0,0,1
2016-03-22,79,79,11,40.75245738784616,-73.97355645409114,4,1,0,2,250.0,1750.0,7500.0,100.0,99.0,1,0.0,2,1125,2,2017-01-01,2017-04-21,0.48,90.0,0,1,1,0,0,0,1,0,0,1
2013-09-23,2,2,2,40.759922965960506,-73.9659318977822,2,1,1,1,199.0,1393.0,5999.0,0.0,89.0,2,20.0,11,1125,68,2015-03-20,2017-03-28,2.63,89.0,0,1,1,0,0,0,1,0,0,1
2013-08-06,1,1,1,40.74509071131335,-73.98267701422962,4,1,1,2,200.0,1400.0,6000.0,150.0,55.0,3,0.0,1,1125,9,2015-11-01,2016-04-08,0.49,98.0,0,1,1,0,0,0,1,0,0,1
2015-07-20,1,1,1,40.75511663500795,-73.9682573494414,2,1,0,1,150.0,1050.0,4500.0,0.0,60.0,1,0.0,4,1125,15,2015-09-21,2017-01-03,0.76,92.0,0,1,1,0,0,0,1,0,1,0
2016-07-26,1,1,1,40.76415612342621,-73.98079677319514,2,1,1,1,145.0,1015.0,4350.0,0.0,50.0,2,60.0,1,1125,9,2016-08-14,2017-04-19,1.02,91.0,0,1,0,1,0,0,1,0,1,0
2015-08-01,1,1,1,40.76548755842008,-73.98150097829516,4,2,1,2,325.0,2275.0,9750.0,0.0,0.0,1,0.0,3,1125,1,2015-11-28,2015-11-28,0.06,100.0,0,1,1,0,0,0,1,0,0,1
2013-08-15,1,1,1,40.75462449096644,-73.9686900560429,3,1,1,2,99.0,693.0,4500.0,0.0,0.0,2,20.0,1,1125,80,2015-02-27,2017-04-16,3.01,94.0,0,1,1,0,0,0,1,0,0,1
2014-10-14,1,1,1,40.75913984093497,-73.96590912577277,2,1,0,1,190.0,1330.0,5700.0,500.0,100.0,1,0.0,29,120,21,2016-05-29,2017-04-24,1.86,98.0,0,1,1,0,0,0,1,0,1,0
2013-11-20,1,1,1,40.76612579486688,-73.9780806296452,2,1,0,2,250.0,1750.0,5500.0,0.0,160.0,1,0.0,1,1125,1,2013-12-12,2013-12-12,0.02,100.0,0,1,1,0,0,0,1,1,0,0
2017-02-01,2,2,2,40.74974710752102,-73.98629904039771,1,1,1,1,60.0,420.0,1800.0,0.0,0.0,1,0.0,1,1125,17,2017-02-18,2017-04-30,6.89,86.0,1,0,0,0,1,0,1,0,0,1
2014-05-15,1,1,1,40.81672479562628,-73.95967502530341,1,1,1,1,45.0,330.0,1350.0,150.0,0.0,1,0.0,3,1125,4,2014-05-31,2015-01-03,0.11,100.0,0,1,0,1,0,0,1,0,1,0
2016-08-30,1,1,1,40.80575587738733,-73.95832135862436,2,1,1,1,85.0,595.0,2550.0,200.0,20.0,1,0.0,2,10,15,2016-10-02,2017-04-22,2.1,100.0,0,1,0,1,0,0,1,0,0,1
2017-01-10,1,1,1,40.81543024536624,-73.95938077933188,2,1,1,1,60.0,420.0,1800.0,500.0,30.0,2,50.0,1,1125,10,2017-01-29,2017-04-28,3.16,92.0,0,1,0,1,0,0,1,0,1,0
2014-01-29,1,1,1,40.7215288194559,-73.99330718751159,3,1,1,1,220.0,950.0,3100.0,500.0,40.0,1,0.0,2,1125,47,2016-01-18,2017-04-12,2.99,94.0,0,1,1,0,0,0,1,0,0,1
2013-11-19,4,4,4,40.71413183454937,-73.98639630819861,2,1,1,1,89.0,623.0,2670.0,0.0,0.0,2,50.0,1,1125,5,2015-09-29,2015-11-04,0.26,90.0,0,1,0,1,0,0,1,1,0,0
2015-11-14,1,1,1,40.7210243791937,-73.9857232037661,1,1,1,1,80.0,560.0,2400.0,0.0,50.0,1,40.0,1,7,8,2016-06-30,2016-10-09,0.78,91.0,0,1,0,0,1,0,1,0,1,0
2013-02-06,1,1,1,40.71964065420074,-73.9844817662043,4,1,1,1,244.0,1708.0,7320.0,200.0,35.0,2,5.0,3,5,9,2015-03-10,2015-06-25,0.34,93.0,0,1,1,0,0,0,1,0,1,0
2015-08-18,1,1,1,40.72131309830532,-73.98541366575711,2,1,0,1,100.0,666.0,3000.0,0.0,0.0,1,0.0,3,1125,1,2015-09-06,2015-09-06,0.05,100.0,0,1,1,0,0,0,1,0,1,0
2012-10-23,3,3,3,40.71893626169442,-73.98788793966398,2,1,1,1,130.0,900.0,2700.0,300.0,60.0,1,25.0,2,90,10,2014-04-21,2016-02-07,0.27,91.0,0,1,0,1,0,0,1,0,0,1
2011-10-01,1,1,1,40.71914927593792,-73.99309364124397,2,1,1,1,200.0,1400.0,5000.0,500.0,100.0,2,50.0,1,1125,18,2013-09-18,2015-08-25,0.41,79.0,0,1,1,0,0,0,1,1,0,0
2016-07-21,1,1,1,40.71934935459561,-73.9863711419088,2,1,0,1,140.0,980.0,4200.0,0.0,50.0,1,0.0,20,1125,3,2016-09-06,2017-04-04,0.37,100.0,0,1,1,0,0,0,1,0,1,0
2013-11-27,1,1,1,40.722019695887234,-73.98886489070806,4,1,1,3,150.0,1050.0,4500.0,0.0,65.0,1,0.0,2,1125,17,2016-04-11,2017-04-17,1.31,93.0,0,1,1,0,0,0,1,1,0,0
2014-03-11,1,1,1,40.71901645751872,-73.98506103637607,2,1,1,1,90.0,630.0,2700.0,0.0,25.0,1,0.0,1,1125,6,2016-05-29,2016-09-06,0.53,97.0,0,1,0,1,0,0,1,0,1,0
2014-09-01,2,2,2,40.72017910543813,-73.98243062167212,2,1,1,1,126.0,882.0,3780.0,200.0,45.0,2,0.0,1,1125,28,2016-07-25,2017-04-19,2.96,98.0,0,1,0,1,0,0,1,0,1,0
2016-03-12,1,1,1,40.721214952872046,-73.9853360910654,2,1,0,2,200.0,1400.0,6000.0,100.0,40.0,2,40.0,1,10,7,2016-10-09,2017-04-23,1.0,90.0,0,1,1,0,0,0,1,0,0,1
2011-12-15,1,1,1,40.719884441634726,-73.99061584076601,4,1,1,2,200.0,1400.0,6000.0,100.0,80.0,1,0.0,2,1125,4,2017-04-10,2017-04-23,4.0,100.0,0,1,1,0,0,0,1,0,1,0
2016-10-21,2,2,2,40.71203492234679,-73.9900847057516,3,1,1,1,100.0,700.0,3000.0,0.0,20.0,2,15.0,1,1125,13,2017-02-19,2017-04-23,5.2,91.0,0,1,0,1,0,0,1,0,0,1
2012-08-02,1,1,1,40.71449242454112,-73.9823597390959,2,1,1,1,90.0,630.0,2700.0,500.0,80.0,1,0.0,5,1125,7,2016-05-22,2016-11-02,0.6,86.0,0,1,0,1,0,0,1,0,0,1
2015-08-09,1,1,1,40.75091631079781,-73.98635886609371,4,1,2,3,290.0,2030.0,8700.0,500.0,60.0,3,120.0,2,4,5,2016-12-29,2017-04-16,1.19,95.0,0,1,1,0,0,0,1,0,1,0
2014-02-01,4,4,4,40.76463147986233,-73.98111632586523,2,1,1,1,140.0,875.0,2500.0,100.0,40.0,2,30.0,7,1125,17,2014-08-30,2017-04-25,0.52,100.0,0,1,0,1,0,0,1,0,0,1
2014-11-17,22,22,1,40.75181922371955,-73.97142214346474,4,1,1,2,299.0,2093.0,8970.0,0.0,100.0,1,0.0,3,1125,2,2016-04-20,2016-05-20,0.16,90.0,0,1,1,0,0,0,1,0,0,1
2015-12-20,1,1,1,40.7541890924447,-73.97150442960888,5,1,2,3,331.0,2317.0,9930.0,500.0,90.0,4,25.0,1,1125,51,2016-01-08,2017-04-29,3.17,83.0,0,1,1,0,0,0,1,0,0,1
2016-02-06,1,1,1,40.74786009941722,-73.98852536606664,3,1,0,2,100.0,700.0,3000.0,200.0,80.0,2,20.0,1,1125,23,2016-03-02,2017-03-24,1.61,85.0,0,1,1,0,0,0,1,0,0,1
2013-06-24,1,1,1,40.74940121067647,-73.98506570539156,2,1,0,1,145.0,1015.0,4350.0,100.0,30.0,1,0.0,5,1125,3,2017-03-28,2017-04-22,2.43,100.0,0,1,1,0,0,0,1,0,0,1
2016-01-26,1,1,1,40.80731669087368,-73.96480160777162,3,1,1,1,185.0,1295.0,5550.0,0.0,125.0,1,65.0,3,1125,4,2016-05-05,2016-08-02,0.33,100.0,0,1,1,0,0,0,1,0,0,1
2013-10-03,2,2,2,40.814267683179374,-73.95927936240393,4,1,1,2,120.0,840.0,3600.0,0.0,100.0,2,50.0,7,1125,6,2016-11-10,2017-04-09,1.02,93.0,0,1,1,0,0,0,1,0,0,1
