Host Since,Host Listings Count,Host Total Listings Count,Calculated host listings count,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,PersonPrice,Weekly Price,Monthly Price,PerSecurity,Security Deposit,PerCleaning,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,First Review,Last Review,Reviews per Month,Review Scores Rating,Property Type_Building,Property Type_Unit,Room Type_Entire home/apt,Room Type_Private room,Room Type_Shared room,Bed Type_Other,Bed Type_Real Bed,Cancellation Policy_flexible,Cancellation Policy_moderate,Cancellation Policy_strict
3/24/15,1,1,1,40.71933117,-73.9965573,4,1,2,2,185,46.25,1295,5550,50,200,20,80,1,20,2,1125,4,10/21/16,3/7/17,0.62,0,0,1,1,0,0,0,1,0,0,1
7/21/12,1,1,1,40.71756475,-73.99849095,2,1,1,1,138,69,966,4140,0,0,15,30,1,0,6,1125,12,8/6/16,4/29/17,1.32,1,0,1,1,0,0,0,1,0,1,0
3/11/17,4,4,4,40.71763768,-73.99818435,3,1,1,2,110,36.66666667,770,3300,0,0,0,0,1,10,1,1125,4,3/24/17,4/12/17,3,0,0,1,0,1,0,0,1,0,0,1
7/23/12,2,2,1,40.74663192,-73.98012095,6,1,2,4,389,64.83333333,2723,11670,0,0,20,120,1,0,2,1125,12,9/24/12,4/17/17,0.21,1,0,1,1,0,0,0,1,0,1,0
9/29/15,1,1,1,40.750974,-73.97865317,2,1,1,1,210,105,1470,6300,50,100,15,30,1,0,1,1125,2,10/20/15,3/24/16,0.11,1,0,1,1,0,0,0,1,1,0,0
5/31/16,1,1,1,40.74436406,-73.9729244,4,1,1,2,200,50,1400,6000,50,200,12.5,50,1,0,270,350,2,6/6/16,6/12/16,0.18,0,0,1,1,0,0,0,1,1,0,0
12/7/15,23,23,9,40.74677282,-73.97846429,4,1,1,3,125,31.25,875,3750,0,0,30,120,1,0,30,1125,3,8/6/16,1/9/17,0.33,0,0,1,1,0,0,0,1,0,0,1
8/21/13,1,1,1,40.76295182,-73.92893614,2,1,1,1,40,20,280,1200,0,0,10,20,1,0,2,1125,2,7/28/16,11/2/16,0.21,0,0,1,0,1,0,0,1,0,0,1
2/17/10,1,1,1,40.72311642,-73.99169662,4,1,1,1,185,46.25,1295,5550,0,0,0,0,2,25,5,180,5,1/2/13,1/9/14,0.09,1,0,1,1,0,0,0,1,0,0,1
9/6/12,1,1,1,40.71842304,-73.99340765,5,2,2,2,475,95,3325,14250,90,450,20,100,1,0,1,1125,11,1/4/14,12/14/15,0.27,0,0,1,1,0,0,0,1,0,0,1
11/25/12,1,1,1,40.71968715,-73.99287224,4,1,1,2,250,62.5,1750,7500,150,600,20,80,2,25,3,1125,67,8/14/16,4/10/17,7.61,1,0,1,1,0,0,0,1,0,0,1
3/26/16,2,2,2,40.71182756,-73.9916075,2,1,1,1,85,42.5,595,2550,0,0,10,20,1,0,1,1125,7,1/29/17,4/26/17,2.16,0,0,1,0,1,0,0,1,0,0,1
11/25/15,1,1,1,40.71208796,-73.98794402,1,1,1,1,62,62,434,1860,100,100,75,75,1,10,28,1125,2,1/11/16,1/14/16,0.13,1,0,1,0,1,0,0,1,0,1,0
3/23/12,1,1,1,40.71957964,-73.99214284,2,1,1,1,115,57.5,805,2000,50,100,25,50,1,0,5,1125,20,9/10/16,4/25/17,2.55,1,0,1,0,1,0,0,1,0,0,1
5/28/16,1,1,1,40.71920729,-73.98900387,4,1,1,2,140,35,980,4200,25,100,23.75,95,1,0,1,1125,8,6/14/16,12/24/16,0.74,0,0,1,1,0,0,0,1,0,0,1
3/30/16,1,1,1,40.71867913,-73.98979359,6,1,1,4,99,16.5,693,2970,50,300,14.83333333,89,5,25,1,90,48,4/18/16,4/30/17,3.78,0,0,1,1,0,0,0,1,0,0,1
12/22/13,2,2,1,40.74669585,-73.97453508,2,1,0,1,199,99.5,1393,5970,0,0,10,20,1,0,2,6,9,10/9/16,4/16/17,1.3,1,0,1,1,0,0,0,1,0,0,1
6/10/10,2,2,1,40.70214728,-73.9113868,1,1,1,1,53,53,371,1350,0,0,0,0,1,25,1,60,57,2/16/12,4/16/17,0.9,0,0,1,0,1,0,1,0,0,0,1
8/16/13,1,1,1,40.72167866,-73.99544208,4,1,1,1,200,50,1400,6000,0,0,17.5,70,3,25,3,1125,25,10/6/14,4/20/17,0.8,0,0,1,1,0,0,0,1,0,0,1
12/21/15,33,33,33,40.72352707,-73.9939899,1,0,1,1,69,69,483,2070,0,0,0,0,1,0,1,1125,40,12/26/15,3/21/17,2.42,0,1,0,0,1,0,0,1,0,1,0
3/28/12,1,1,1,40.72339657,-73.99439401,2,1,1,1,192,96,1344,5500,125,250,60,120,2,0,30,150,62,5/7/12,3/9/17,1.02,1,0,1,1,0,0,0,1,0,1,0
5/15/14,1,1,1,40.72117552,-73.99682082,2,1,1,1,115,57.5,805,3450,0,0,0,0,1,0,1,1125,1,1/1/17,1/1/17,0.25,0,0,1,0,1,0,0,1,1,0,0
7/17/14,1,1,1,40.7363039,-73.98691444,2,1,0,1,198,99,1386,5940,0,0,0,0,2,20,2,1125,29,6/5/16,4/5/17,2.61,0,0,1,1,0,0,0,1,0,1,0
12/3/15,1,1,1,40.73610066,-73.98942304,6,1,2,3,459,76.5,3213,13770,0,0,16.66666667,100,1,0,4,1125,9,12/9/16,4/16/17,1.85,0,1,0,1,0,0,0,1,0,0,1
11/11/16,1,1,1,40.73337562,-73.98535437,2,1,1,1,110,55,770,3300,50,100,12.5,25,1,0,1,6,4,11/13/16,11/27/16,0.7,0,0,1,0,1,0,0,1,0,1,0
8/12/12,1,1,1,40.73082996,-74.00060308,4,1,2,2,215,53.75,1505,3495,100,400,16.25,65,1,0,5,61,3,5/5/14,4/12/17,0.08,0,0,1,1,0,0,0,1,1,0,0
10/23/14,1,1,1,40.73431371,-73.99503113,2,1,0,1,350,175,2450,10500,0,0,50,100,1,0,1,10,2,11/15/14,1/25/17,0.07,1,0,1,1,0,0,0,1,1,0,0
10/3/11,1,1,1,40.72802209,-73.99644402,2,1,1,1,140,70,950,2750,0,0,20,40,1,0,4,1125,1,9/23/16,9/23/16,0.13,0,0,1,0,1,0,0,1,0,0,1
7/29/13,1,1,1,40.72934069,-73.99982542,3,1,1,2,210,70,1470,6300,100,300,25,75,4,0,4,1125,18,8/26/14,10/27/16,0.55,0,0,1,1,0,0,0,1,0,0,1
6/29/16,1,1,1,40.72835851,-73.99920332,4,1,1,2,209,52.25,1463,6270,0,0,0,0,2,0,2,180,5,11/29/16,4/20/17,0.96,0,0,1,1,0,0,0,1,0,0,1
1/1/14,1,1,1,40.72901706,-73.99998913,2,1,0,1,115,57.5,805,3450,0,0,15,30,1,0,2,6,35,5/12/14,4/2/17,0.96,0,0,1,1,0,0,0,1,0,1,0
6/15/14,1,1,1,40.72868278,-73.99901302,3,1,1,1,176,58.66666667,1232,5280,0,0,39.66666667,119,2,25,1,1118,24,10/15/16,4/23/17,3.56,0,0,1,1,0,0,0,1,0,0,1
11/13/15,2,2,1,40.73460632,-73.99657311,4,2,2,2,600,150,4200,18000,125,500,0,0,4,0,1,14,43,3/18/16,4/20/17,3.12,1,0,1,1,0,0,0,1,0,0,1
8/29/13,1,1,1,40.73478007,-73.9982395,2,1,1,1,175,87.5,1225,5250,0,0,30,60,1,0,2,1125,2,9/23/13,10/29/13,0.05,1,0,1,0,1,0,0,1,0,0,1
3/24/14,1,1,1,40.73020681,-73.99895292,4,1,1,2,230,57.5,1610,3800,25,100,20,80,1,0,1,360,121,4/24/14,1/13/17,3.28,0,0,1,1,0,0,0,1,0,0,1
11/15/15,1,1,1,40.7277182,-74.00129861,4,2,2,2,225,56.25,1575,6750,0,0,0,0,1,0,1,1125,1,1/2/16,1/2/16,0.06,1,0,1,1,0,0,0,1,1,0,0
11/12/12,1,1,1,40.7333063,-73.99943809,2,1,0,1,175,87.5,1225,5250,0,0,12.5,25,1,0,2,1125,3,12/21/16,3/23/17,0.67,0,0,1,1,0,0,0,1,0,1,0
8/17/11,1,1,1,40.73131092,-74.00111653,4,2,1,2,379,94.75,2653,11370,0,0,18.75,75,1,0,2,1125,22,6/27/16,4/30/17,2.12,1,0,1,1,0,0,0,1,0,1,0
11/4/13,1,1,1,40.73238175,-73.99805055,3,1,0,2,200,66.66666667,1400,6000,50,150,16.66666667,50,1,0,1,7,23,9/7/15,4/17/17,1.14,0,0,1,1,0,0,0,1,0,1,0
4/26/13,1,1,1,40.80477339,-73.95120147,5,1,1,3,158,31.6,1106,4740,50,250,18,90,2,35,1,1125,18,5/8/13,1/2/17,0.37,0,0,1,1,0,0,0,1,1,0,0
8/5/14,4,4,4,40.80627084,-73.94655474,2,1,1,1,40,20,280,1200,0,0,7.5,15,1,25,1,1125,65,2/20/16,4/17/17,4.43,0,0,1,0,1,0,0,1,0,0,1
3/23/15,1,1,1,40.79989408,-73.95213071,2,1,0,1,120,60,840,3600,0,0,12.5,25,1,25,90,360,23,3/11/16,1/10/17,1.64,0,0,1,1,0,0,1,0,0,1,0
9/7/10,1,1,1,40.80582058,-73.95340281,2,1,1,1,95,47.5,665,2800,100,200,37.5,75,2,20,2,28,106,10/7/10,1/3/17,1.32,0,0,1,0,1,0,0,1,0,0,1
3/29/13,1,1,1,40.80938042,-73.94196214,2,1,1,1,130,65,800,3900,175,350,0,0,1,0,2,8,3,12/11/16,4/30/17,0.62,1,0,1,1,0,0,0,1,0,1,0
5/11/13,1,1,1,40.81497521,-73.94547667,2,2,1,1,75,37.5,525,1600,100,200,12.5,25,1,0,2,1125,19,9/21/14,1/5/17,0.59,0,0,1,0,1,0,0,1,0,0,1
1/4/16,1,1,1,40.822843,-73.94199253,2,1,1,2,90,45,630,2700,0,0,0,0,1,0,1,3,4,3/12/17,4/30/17,2.22,1,0,1,0,1,0,0,1,1,0,0
11/16/13,7,7,6,40.8159074,-73.94568433,2,1,1,1,36,18,274,950,50,100,0,0,1,0,14,1125,6,10/16/15,11/27/16,0.32,0,1,0,0,1,0,0,1,1,0,0
7/2/12,3,3,3,40.80565277,-73.94620596,4,1,1,1,124,31,868,3720,0,0,15,60,2,25,2,30,2,1/1/17,4/1/17,0.49,0,1,0,0,1,0,0,1,1,0,0
4/28/14,2,2,2,40.80409231,-73.95245058,4,2,3,3,325,81.25,2275,6000,0,0,87.5,350,4,0,30,1125,12,5/17/15,10/13/16,0.5,0,0,1,1,0,0,0,1,0,0,1
4/24/16,1,1,1,40.81809646,-73.94631578,5,2,2,3,136,27.2,952,4080,40,200,6,30,2,15,1,1125,30,7/3/16,12/28/16,2.95,0,0,1,1,0,0,0,1,0,0,1
9/10/15,1,1,1,40.82523106,-73.95383304,2,0,1,1,85,42.5,595,2550,0,0,20,40,1,25,3,28,3,10/3/15,3/31/17,0.16,1,0,1,0,1,0,0,1,0,1,0
12/31/14,2,2,2,40.81892722,-73.93858452,2,1,1,1,59,29.5,413,1770,0,0,10,20,1,0,1,3,25,7/18/15,11/19/16,1.14,1,0,1,0,1,0,0,1,1,0,0
2/20/14,2,2,2,40.81094935,-73.9539611,2,1,1,1,80,40,500,1700,0,0,0,0,1,0,4,15,31,9/17/14,11/1/16,0.97,1,0,1,0,1,0,0,1,0,1,0
10/14/12,3,3,3,40.80126498,-73.95405183,4,1,1,3,95,23.75,665,2850,50,200,18.75,75,1,45,2,1125,8,10/23/16,4/15/17,1.24,1,0,1,0,1,0,0,1,1,0,0
3/1/14,1,1,1,40.83013067,-73.94111788,2,1,1,1,65,32.5,350,950,0,0,10,20,1,20,2,1125,6,12/9/15,9/28/16,0.35,1,0,1,0,1,0,0,1,0,1,0
7/20/15,1,1,1,40.82219624,-73.94273022,2,1,1,1,99,49.5,660,2800,0,0,5,10,1,25,2,5,10,9/18/15,11/5/16,0.51,1,0,1,0,1,0,0,1,1,0,0
5/18/13,1,1,1,40.81548803,-73.95277604,3,1,1,1,90,30,650,2700,83.33333333,250,8.333333333,25,2,25,1,1125,11,9/13/15,4/16/17,0.55,1,0,1,0,0,1,1,0,0,0,1
9/17/14,2,2,2,40.81891938,-73.94647403,2,1,1,1,60,30,600,1900,0,0,20,40,1,0,3,1125,62,10/1/14,4/27/17,1.97,0,1,0,0,1,0,0,1,0,1,0
1/14/16,2,2,2,40.81538815,-73.93764247,8,1,3,4,182,22.75,1274,5460,37.5,300,18.75,150,4,25,2,1125,21,3/10/16,4/15/17,1.5,0,0,1,1,0,0,0,1,0,0,1
3/6/17,3,3,3,40.81874097,-73.93623693,2,1,1,1,50,25,350,1500,50,100,0,0,2,25,1,29,6,3/17/17,4/9/17,3.75,0,0,1,0,1,0,0,1,0,0,1
7/7/14,2,2,2,40.82359539,-73.93755181,2,1,1,1,49,24.5,343,1470,0,0,0,0,2,0,2,89,11,2/6/17,4/17/17,3.79,0,0,1,0,1,0,0,1,0,1,0
8/2/11,1,1,1,40.72691558,-73.99947919,2,1,0,1,215,107.5,1505,6450,150,300,42.5,85,1,0,2,1125,97,8/3/12,4/28/17,1.68,0,0,1,1,0,0,0,1,0,0,1
