Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,PersonPrice,Security Deposit,Cleaning Fee,Number of Reviews,Reviews per Month,Property Type_Building,Property Type_Unit,Room Type_Entire home/apt,Room Type_Private room,Room Type_Shared room,Bed Type_Other,Bed Type_Real Bed,Cancellation Policy_flexible,Cancellation Policy_moderate,Cancellation Policy_strict,Review Scores Rating
40.81055357,-73.94016195,2,1,1,1,25,100,30,3,3,0,1,0,1,0,0,1,0,0,1,1
40.81250021,-73.95394711,4,1,3,4,62.5,0,100,65,2,0,1,1,0,0,0,1,0,0,1,0
40.8256392,-73.94542753,4,1,1,2,37.75,150,50,2,2,0,1,0,1,0,0,1,0,0,1,0
40.80342824,-73.95310013,1,1,1,1,110,300,40,29,0.52,0,1,0,1,0,0,1,0,1,0,1
40.82320238,-73.95580527,1,1,1,1,35,0,0,11,0.68,0,1,0,0,1,0,1,1,0,0,1
40.82233174,-73.93779251,2,1,1,1,24.5,0,0,131,3.86,0,1,0,1,0,0,1,0,1,0,0
40.80117641,-73.95450999,4,1,1,2,37.5,0,85,17,0.55,0,1,1,0,0,0,1,0,1,0,1
40.83177209,-73.94999767,4,1,1,3,18.75,0,25,41,0.68,0,1,0,1,0,0,1,0,0,1,0
40.82587226,-73.94346259,9,1,3,4,26.66666667,200,125,32,2.32,0,1,1,0,0,0,1,0,0,1,0
40.80517574,-73.95099505,2,1,0,2,32.5,200,0,56,1.64,0,1,1,0,0,0,1,0,0,1,0
40.81013528,-73.93967052,2,1,1,1,25,0,80,3,0.05,0,1,1,0,0,0,1,0,0,1,1
40.80765663,-73.95666313,2,1,1,1,38,200,40,19,2.63,0,1,0,1,0,0,1,1,0,0,1
40.82348422,-73.94171405,3,1,1,1,23.33333333,500,50,4,0.07,0,1,0,1,0,1,0,0,0,1,1
40.82082663,-73.9579534,2,1,1,1,19.5,0,0,3,0.19,0,1,0,1,0,0,1,0,1,0,0
40.73030875,-73.99082842,2,1,1,1,75,100,35,3,0.16,0,1,0,1,0,0,1,1,0,0,1
40.72308524,-73.98564012,5,1,2,4,50,250,120,145,4.73,0,1,1,0,0,0,1,0,0,1,1
40.73006696,-73.98636601,2,1,1,1,49.5,0,30,2,0.17,0,1,0,1,0,0,1,0,0,1,1
40.72322125,-73.9828303,2,1,1,1,97.5,0,60,8,0.34,0,1,1,0,0,0,1,0,0,1,1
40.72563091,-73.99117682,6,2,2,3,50,0,40,11,1.06,0,1,0,1,0,0,1,1,0,0,1
40.72815737,-73.98034859,2,1,0,2,80,500,70,10,0.27,0,1,1,0,0,0,1,0,0,1,1
40.72473415,-73.98943034,8,2,3,4,75,0,150,1,0.65,1,0,1,0,0,0,1,0,0,1,0
40.73041081,-73.9895999,3,1,1,1,53,250,0,6,0.18,0,1,1,0,0,0,1,0,0,1,0
40.72472453,-73.98144802,2,1,1,1,47.5,0,0,200,4.55,0,1,0,1,0,0,1,0,1,0,0
40.73219612,-73.98948851,2,2,1,1,39.5,300,79,31,0.58,0,1,0,1,0,0,1,0,0,1,0
40.72388327,-73.98388043,2,1,1,1,50,0,54,82,1.68,0,1,0,1,0,0,1,0,0,1,0
40.72333212,-73.98835022,2,1,1,1,45,250,35,27,2.3,0,1,0,1,0,0,1,0,1,0,0
40.72491869,-73.97925511,4,1,1,2,35,150,50,87,6.81,0,1,1,0,0,0,1,0,0,1,1
40.72607456,-73.98044747,1,1,1,1,105,300,150,8,0.4,0,1,0,1,0,0,1,0,0,1,1
40.72457301,-73.98141794,2,1,1,1,85,0,50,5,0.26,0,1,1,0,0,0,1,1,0,0,1
40.73007689,-73.98771693,2,1,0,1,82.5,0,70,10,1.49,0,1,1,0,0,0,1,1,0,0,1
40.72684542,-73.98887241,3,1,0,2,55,250,60,41,1.4,0,1,1,0,0,0,1,0,1,0,1
40.72194252,-73.982665,2,1,1,1,87.5,150,80,22,0.95,0,1,1,0,0,0,1,0,0,1,0
40.72359513,-73.98466314,2,1,1,1,65,0,0,58,0.67,0,1,1,0,0,0,1,0,0,1,0
40.72230158,-73.98128381,2,1,1,1,157.5,500,75,2,0.09,0,1,1,0,0,0,1,0,1,0,1
40.72653987,-73.9867194,3,1,1,1,66.66666667,0,25,2,0.98,0,1,1,0,0,0,1,0,0,1,1
40.73113095,-73.98295127,2,1,1,1,62.5,0,30,2,0.2,0,1,1,0,0,0,1,0,1,0,0
40.72778263,-73.98304894,2,1,1,1,62.5,0,40,149,3.11,0,1,0,1,0,0,1,0,0,1,0
40.72597785,-73.98855761,2,2,1,1,72.5,0,0,2,1.03,0,1,0,1,0,0,1,1,0,0,0
40.7281101,-73.98029544,4,1,2,3,50,250,60,4,0.16,0,1,1,0,0,0,1,0,0,1,1
40.72228933,-73.97901296,3,1,1,1,48.66666667,350,110,89,1.31,0,1,1,0,0,0,1,0,0,1,0
40.73186981,-73.98490686,2,1,1,1,97.5,0,5,11,2.37,0,1,1,0,0,0,1,0,1,0,0
40.73036415,-73.98633267,2,1,1,1,47.5,0,40,7,0.81,0,1,0,1,0,0,1,1,0,0,0
40.72713004,-73.9815877,2,1,0,2,62.5,0,0,6,2.81,0,1,1,0,0,0,1,1,0,0,0
40.79033138,-73.94653383,1,0,1,1,55,0,0,2,0.1,0,1,0,1,0,0,1,1,0,0,1
40.79887096,-73.94177633,2,1,1,1,47.5,0,25,170,5.22,0,1,0,1,0,0,1,0,0,1,0
40.7952815,-73.94779874,2,1,0,1,37.5,0,0,7,1.6,0,1,0,1,0,0,1,1,0,0,1
40.80373537,-73.93315129,4,1,0,2,27.5,110,15,118,3.55,0,1,1,0,0,0,1,0,0,1,0
40.79970287,-73.93327862,5,1,1,3,32,300,150,24,1.88,1,0,1,0,0,0,1,0,0,1,1
40.7961341,-73.93559412,2,1,1,1,37.5,0,10,5,3.13,0,1,0,1,0,0,1,0,1,0,0
40.79512476,-73.93181708,3,1,1,3,21.66666667,0,0,89,1.58,0,1,0,1,0,0,1,0,1,0,0
40.79055528,-73.94949039,4,1,3,3,42.5,300,150,26,1.14,0,1,1,0,0,0,1,0,0,1,0
40.79590063,-73.93293232,7,1,3,3,42.14285714,500,175,1,1,0,1,1,0,0,0,1,0,0,1,0
40.72797658,-73.98749091,2,1,2,2,59.5,0,60,2,0.15,0,1,1,0,0,0,1,0,0,1,0
40.72248856,-73.98700803,4,1,2,2,37.25,200,130,79,2.39,0,1,1,0,0,0,1,0,0,1,0
40.7207653,-73.97763121,2,1,1,1,65,800,75,7,0.11,0,1,1,0,0,0,1,0,0,1,0
40.72914809,-73.98299894,2,2,1,1,50,0,15,10,0.3,0,1,0,1,0,0,1,0,0,1,0
40.73044324,-73.9868261,3,1,1,1,53.33333333,0,0,15,0.26,0,1,1,0,0,0,1,1,0,0,0
40.72771667,-73.98590437,2,1,1,2,49.5,350,60,8,0.34,0,1,1,0,0,0,1,0,0,1,1
40.72228119,-73.98408762,3,1,2,2,64.66666667,0,15,5,0.39,0,1,1,0,0,0,1,1,0,0,0
40.81208156,-73.95208225,2,1,1,1,24.5,200,60,1,0.29,0,1,0,1,0,0,1,0,0,1,1
40.83155007,-73.94803748,2,1,1,1,34.5,0,50,15,1.38,0,1,0,1,0,0,1,0,0,1,1
40.83064988,-73.94707559,2,1,1,2,75,0,10,1,0.12,0,1,0,1,0,0,1,1,0,0,0
40.80903222,-73.94197364,8,2,3,4,38.625,0,150,48,0.71,0,1,1,0,0,0,1,0,1,0,1
40.82242978,-73.95331861,3,1,1,2,16.33333333,0,5,43,1.16,0,1,0,1,0,0,1,0,0,1,0
40.82238229,-73.9558407,2,1,1,1,27.5,0,0,3,0.25,0,1,0,1,0,0,1,1,0,0,0
40.82123475,-73.95423742,2,1,1,1,29.5,300,25,92,1.4,0,1,0,1,0,0,1,0,0,1,1
40.82196997,-73.93636231,3,1,1,2,20,0,20,17,2.44,0,1,0,1,0,0,1,1,0,0,0
40.81498306,-73.93650018,8,1,3,4,23.25,300,150,43,3.06,0,1,1,0,0,0,1,0,0,1,0
40.82119067,-73.95773256,1,1,1,1,69,200,30,13,0.58,0,1,0,1,0,0,1,0,1,0,1
40.80093905,-73.95700884,4,2,1,1,37.25,200,79,75,4.32,0,1,0,1,0,0,1,0,0,1,1
40.81208006,-73.95096851,4,1,2,2,31.25,200,100,1,0.15,0,1,1,0,0,0,1,0,0,1,1
40.82957147,-73.94534744,2,1,1,1,25,0,0,18,2.28,0,1,0,1,0,0,1,0,0,1,1
40.82583862,-73.93893083,2,1,1,1,37.5,0,30,5,0.25,0,1,0,1,0,0,1,0,1,0,1
40.80580743,-73.95000207,1,1,1,1,69,0,30,24,1.01,0,1,0,1,0,0,1,0,0,1,0
40.81623045,-73.94435393,3,1,1,2,28.33333333,0,39,30,2.76,0,1,0,1,0,0,1,0,1,0,1
40.81781003,-73.93470223,3,1,1,2,21.66666667,0,0,14,0.69,0,1,0,0,1,0,1,1,0,0,0
40.79746643,-73.93559475,4,1,0,2,26.25,0,45,11,3.47,0,1,1,0,0,0,1,1,0,0,0
40.81375592,-73.93656819,2,1,1,1,49,0,50,61,1.01,0,1,1,0,0,0,1,0,1,0,0
40.79057534,-73.94353638,2,1,1,1,50,500,100,9,0.18,0,1,1,0,0,0,1,0,1,0,0
40.79860898,-73.94060106,4,1,2,2,33.75,600,150,16,0.63,0,1,1,0,0,0,1,0,0,1,0
40.8016425,-73.93922139,8,2,4,6,28.125,500,150,127,1.42,0,1,1,0,0,0,1,0,0,1,0
40.79312807,-73.94651081,1,1,1,4,42,0,0,52,9.94,0,1,0,0,1,0,1,1,0,0,0
40.79067946,-73.94944428,2,1,0,1,57.5,0,30,8,0.9,0,1,1,0,0,0,1,1,0,0,1
40.79826732,-73.94126968,6,1,1,1,14.16666667,0,0,20,6.12,0,1,0,1,0,0,1,0,1,0,1
40.7984779,-73.93396783,2,1,1,1,45,0,15,5,0.75,0,1,0,1,0,1,0,0,0,1,0
40.80098192,-73.9457414,2,1,1,1,57.5,0,25,66,2.32,1,0,0,1,0,0,1,0,1,0,1
40.79417479,-73.94331205,4,1,1,2,27.5,0,25,58,3.33,0,1,1,0,0,0,1,0,0,1,0
40.74024624,-73.98996568,2,1,0,1,90,100,40,10,0.51,0,1,1,0,0,0,1,0,1,0,0
40.74081036,-73.98671219,3,1,1,2,45,0,0,11,0.54,0,1,0,1,0,0,1,0,0,1,0
40.76216583,-73.98879387,1,0,1,1,55,0,0,12,1.04,0,1,0,0,1,1,0,1,0,0,0
40.76510603,-73.98724665,2,1,1,1,32.5,100,50,3,2.43,0,1,0,1,0,0,1,0,0,1,1
40.76491951,-73.9912798,3,1,1,2,41.66666667,250,50,31,3.22,0,1,0,1,0,0,1,0,0,1,1
40.76150279,-73.98803954,4,1,2,4,19.75,180,100,40,3.21,0,1,1,0,0,0,1,0,0,1,0
40.76542732,-73.99153608,2,1,1,1,50,200,25,40,1.87,0,1,0,1,0,0,1,0,0,1,0
40.76589628,-73.98679499,4,1,1,2,37.5,0,35,8,1.17,0,1,1,0,0,0,1,0,0,1,0
40.76532265,-73.99061038,4,1,1,2,50,0,0,1,0.06,0,1,1,0,0,0,1,1,0,0,1
40.76316853,-73.98987409,2,1,1,1,69.5,200,70,50,5.28,0,1,0,1,0,0,1,0,0,1,0
40.76171453,-73.99154159,2,1,1,1,65,200,35,55,4.07,0,1,0,1,0,0,1,0,0,1,1
40.75921498,-73.98932768,3,1,1,1,58.33333333,0,45,3,1.27,0,1,1,0,0,0,1,0,1,0,0
40.76398632,-73.98563675,2,1,1,1,43.5,0,0,13,1.21,0,1,0,1,0,0,1,0,0,1,0
40.76269206,-73.99005925,5,1,2,3,36.8,0,65,10,1.85,0,1,1,0,0,0,1,0,0,1,0
40.76187965,-73.98882491,4,1,1,4,49.75,0,70,6,0.79,0,1,1,0,0,0,1,0,0,1,0
40.7620606,-73.98853114,2,1,1,1,90,100,50,141,3.48,0,1,0,1,0,0,1,0,0,1,0
40.76089381,-73.99694633,2,1,1,1,147.5,100,0,12,0.86,0,1,0,1,0,0,1,0,0,1,0
40.76819911,-73.98467334,4,1,1,2,45,100,50,3,0.33,0,1,1,0,0,0,1,0,1,0,1
40.75665753,-73.99444267,3,1,1,2,60,0,40,5,0.55,0,1,1,0,0,0,1,0,1,0,1
40.80661,-73.95760126,2,1,1,1,37,200,50,47,0.8,0,1,0,1,0,0,1,0,1,0,1
40.80723823,-73.96347718,3,1,1,1,63,400,0,1,0.25,0,1,1,0,0,0,1,0,0,1,1
40.80539345,-73.96408855,4,1,1,2,23,95,15,2,0.17,0,1,1,0,0,0,1,0,1,0,0
40.8088725,-73.95916674,2,1,1,1,60,100,80,3,0.22,0,1,1,0,0,0,1,0,0,1,0
40.80499276,-73.96375576,4,1,1,2,44.75,500,80,3,0.32,0,1,1,0,0,0,1,0,0,1,0
40.81463822,-73.95968429,2,1,1,1,39,0,0,1,0.05,0,1,0,1,0,0,1,0,0,1,1
40.81615379,-73.95921184,2,1,1,1,32.5,150,50,1,0.05,0,1,0,1,0,0,1,0,0,1,0
40.81004627,-73.95719649,2,1,1,1,52.5,100,30,2,0.23,0,1,1,0,0,0,1,1,0,0,1
40.81605719,-73.95993279,2,1,1,1,32.5,0,30,35,0.99,0,1,0,1,0,0,1,0,0,1,1
40.81486425,-73.96013445,2,1,1,1,37.5,0,10,62,1.29,0,1,0,1,0,0,1,0,0,1,0
40.72617552,-73.99523046,2,1,0,1,107.5,250,65,2,0.25,0,1,1,0,0,0,1,1,0,0,0
40.72628742,-73.99237387,2,1,1,1,37.5,0,10,1,0.19,0,1,0,1,0,0,1,1,0,0,1
40.72134583,-73.99650389,4,1,1,1,58.75,0,50,227,4.16,0,1,1,0,0,0,1,0,0,1,0
40.72228188,-73.9958205,1,1,1,1,65,0,0,1,0.15,0,1,0,0,1,0,1,1,0,0,1
40.72301901,-73.99478376,2,1,1,2,87.5,0,25,24,1.76,0,1,1,0,0,0,1,1,0,0,0
40.72739428,-73.86323182,2,1,1,1,20,0,0,17,3.4,1,0,0,1,0,0,1,0,0,1,0
40.72445449,-73.99393601,2,1,1,1,101.5,0,108,21,0.99,0,1,1,0,0,0,1,0,1,0,1
40.72200018,-73.99555467,2,1,1,1,84.5,200,80,18,0.92,0,1,1,0,0,0,1,0,1,0,0
40.72086215,-73.99406956,2,1,2,1,125,0,100,2,0.09,0,1,1,0,0,0,1,0,0,1,1
40.72047795,-74.00996052,2,2,2,3,225,0,100,19,1.52,0,1,1,0,0,0,1,0,1,0,0
40.71584545,-74.01003353,4,1,2,2,73.75,600,100,2,2,0,1,1,0,0,0,1,0,0,1,1
40.71294914,-73.99261431,2,1,1,1,62.5,300,65,4,0.5,0,1,0,1,0,1,0,0,0,1,0
40.71173516,-73.995351,2,1,1,1,37.5,0,0,71,3.97,0,1,0,1,0,0,1,1,0,0,0
40.76713746,-73.95921829,3,1,1,1,53.33333333,0,80,123,2.33,0,1,1,0,0,0,1,0,0,1,0
40.76624603,-73.95641795,1,1,0,1,100,0,0,1,0.14,0,1,1,0,0,0,1,1,0,0,1
40.76244442,-73.96214715,5,1,1,2,60,800,100,2,0.11,0,1,1,0,0,0,1,0,0,1,0
40.77484353,-73.95427277,2,1,1,1,24.5,0,10,45,2.2,0,1,0,1,0,0,1,0,0,1,0
40.78167773,-73.94757886,2,1,1,1,42.5,0,0,16,2.36,0,1,0,1,0,0,1,0,1,0,0
40.78173917,-73.94828703,2,1,0,1,59.5,500,50,4,0.21,0,1,1,0,0,0,1,0,0,1,0
40.77096875,-73.94862008,2,1,1,1,30,0,30,14,4.83,0,1,0,1,0,0,1,0,0,1,0
40.76848019,-73.96013842,2,1,0,1,54.5,550,55,1,0.14,0,1,1,0,0,0,1,1,0,0,1
40.77762499,-73.95159753,4,1,1,2,42.5,0,50,83,4.87,0,1,1,0,0,0,1,0,1,0,0
40.76643741,-73.95802846,2,1,1,1,65,0,0,6,0.3,0,1,1,0,0,0,1,1,0,0,0
40.78228642,-73.95939755,2,1,1,1,95,0,30,28,2.35,0,1,1,0,0,0,1,0,1,0,1
40.771765,-73.95569368,2,1,1,1,75,200,0,43,2.1,0,1,0,1,0,0,1,0,1,0,1
40.76200848,-73.95652644,4,1,1,2,30,0,60,5,0.51,0,1,0,1,0,0,1,0,1,0,1
40.76413173,-73.95713802,2,1,1,1,56.5,150,70,21,1.53,0,1,1,0,0,0,1,0,0,1,0
40.77258397,-73.95213304,2,1,1,1,60,0,30,13,0.62,0,1,1,0,0,0,1,0,0,1,0
40.76347582,-73.95884454,8,3,3,4,100,0,0,10,0.45,0,1,1,0,0,0,1,0,0,1,0
40.77397383,-73.96509774,5,3,3,3,140,0,0,1,0.32,0,1,1,0,0,0,1,1,0,0,1
40.77080891,-73.9521571,2,1,1,1,45,100,60,13,1.23,0,1,0,1,0,0,1,0,0,1,1
40.78389565,-73.94922395,2,1,1,1,35,0,0,1,0.11,0,1,0,1,0,0,1,0,1,0,0
40.76643852,-73.96204388,2,1,0,1,75,0,25,1,1,0,1,1,0,0,0,1,1,0,0,1
40.77306826,-73.95995644,6,1,2,2,37.5,0,90,3,1.3,0,1,1,0,0,0,1,0,0,1,1
40.7749122,-73.9552423,4,1,2,2,61.25,0,120,16,3.75,0,1,1,0,0,0,1,0,0,1,0
40.7674942,-73.95470682,2,1,1,1,47.5,100,100,30,3.8,0,1,0,1,0,0,1,1,0,0,1
40.7732581,-73.95418072,6,2,3,4,58.33333333,200,200,44,3.38,0,1,1,0,0,0,1,0,0,1,1
40.78495313,-73.95030208,4,1,1,2,33.75,0,50,1,0.06,0,1,1,0,0,0,1,0,0,1,1
40.77630413,-73.90651309,2,1,1,1,62.5,500,35,4,0.36,0,1,1,0,0,0,1,0,0,1,0
40.80969599,-73.93979875,6,1,1,3,16.66666667,0,50,17,1.44,0,1,1,0,0,0,1,0,0,1,0
40.79651826,-73.93524091,6,1,2,3,20.16666667,0,100,2,0.81,0,1,1,0,0,0,1,1,0,0,0
40.7878394,-73.94998208,3,1,0,2,49.66666667,500,85,31,2.39,0,1,1,0,0,0,1,0,0,1,0
40.79723774,-73.93728907,2,1,1,2,59.5,0,100,3,0.07,0,1,1,0,0,0,1,0,0,1,0
40.78991897,-73.94887876,2,1,0,1,75,0,0,5,0.55,0,1,1,0,0,1,0,0,1,0,0
40.79491575,-73.94846953,1,1,1,1,37,0,20,20,3.05,1,0,0,0,1,0,1,0,0,1,0
40.80998766,-73.93945538,4,1,1,2,28.75,100,75,5,2.27,0,1,1,0,0,0,1,0,0,1,1
40.7977999,-73.93784672,2,1,1,1,39.5,100,50,22,0.78,0,1,0,1,0,0,1,0,0,1,0
40.79234005,-73.95031144,2,1,1,1,50,0,40,25,1.43,0,1,0,1,0,0,1,0,0,1,1
40.8029599,-73.94430951,2,1,1,1,27.5,0,0,9,3.91,0,1,0,1,0,0,1,1,0,0,0
40.79793551,-73.93223272,2,1,1,1,28.5,0,35,202,4.16,0,1,0,1,0,0,1,0,1,0,0
40.79498171,-73.9492958,3,2,1,3,24.33333333,250,50,16,0.77,0,1,0,1,0,0,1,1,0,0,1
40.79886314,-73.93373435,3,2,1,2,25,0,20,64,3.73,0,1,0,1,0,0,1,0,0,1,0
40.8121138,-73.93779631,2,1,1,1,37.5,0,25,65,3.26,0,1,0,1,0,0,1,0,1,0,1
40.79153799,-73.94233066,2,1,1,2,32.5,0,0,6,2.28,0,1,0,1,0,0,1,0,0,1,1
40.79596719,-73.94948949,2,1,1,1,49.5,100,50,61,3.09,0,1,0,1,0,0,1,0,1,0,1
40.79052693,-73.94398287,2,1,1,1,45,0,0,98,3.07,0,1,0,1,0,0,1,0,1,0,0
40.79504763,-73.94360601,6,1,1,2,36.66666667,150,50,40,3.23,0,1,1,0,0,0,1,0,0,1,0
40.80594116,-73.94126091,4,2,2,2,56.25,0,140,1,0.09,0,1,1,0,0,0,1,1,0,0,1
40.79882128,-73.94266263,2,1,1,1,45,0,25,162,4.97,0,1,0,1,0,0,1,0,0,1,0
40.81009618,-73.93829591,2,1,1,1,62.5,0,0,1,0.05,0,1,1,0,0,0,1,1,0,0,1
40.80333454,-73.93995741,3,1,1,2,26.33333333,150,25,25,3.47,0,1,0,1,0,0,1,0,1,0,1
40.7902459,-73.94880252,3,1,1,2,29.66666667,175,54,206,4.28,0,1,0,1,0,0,1,0,0,1,1
40.80006718,-73.93858975,2,1,1,1,45,0,25,34,1.41,0,1,0,1,0,0,1,0,1,0,1
40.78600346,-73.9457119,2,1,1,1,49.5,0,50,20,3.45,0,1,0,1,0,0,1,0,0,1,1
40.79591107,-73.93316448,2,1,1,1,46.5,0,80,19,0.61,0,1,1,0,0,0,1,1,0,0,0
40.79705254,-73.9475783,1,1,1,1,100,0,0,17,0.52,0,1,0,1,0,0,1,0,1,0,0
40.79804003,-73.94443786,4,1,0,1,36.25,350,80,61,2.99,0,1,1,0,0,0,1,0,0,1,0
40.7969243,-73.94434316,2,1,1,2,50,0,0,23,1.13,0,1,0,1,0,0,1,0,0,1,0
40.78804122,-73.95358104,1,1,1,1,40,0,0,18,1.73,0,1,0,1,0,0,1,0,0,1,0
40.79602144,-73.93560431,8,2,3,3,40.5,450,200,4,0.8,0,1,1,0,0,0,1,0,0,1,1
40.72626661,-73.98614223,4,1,1,3,47.5,0,25,4,0.83,0,1,1,0,0,0,1,0,0,1,0
40.73055266,-73.99146051,2,1,1,1,64,0,0,3,0.33,0,1,1,0,0,0,1,1,0,0,1
40.68631817,-73.97268586,3,1,1,3,43.66666667,300,145,1,0.94,0,1,1,0,0,0,1,1,0,0,1
40.73490141,-73.9854896,2,1,1,1,65,0,0,16,0.43,0,1,1,0,0,0,1,1,0,0,0
40.73736299,-73.9802478,3,1,1,1,53.33333333,0,0,3,0.5,0,1,1,0,0,0,1,0,0,1,0
40.73353921,-73.98592869,2,1,1,1,72.5,500,85,104,1.98,0,1,1,0,0,0,1,0,0,1,0
40.73492554,-73.98654607,2,1,1,1,65,0,0,19,0.36,0,1,1,0,0,0,1,1,0,0,0
40.73700492,-73.98230526,1,1,1,1,74,0,5,8,0.86,0,1,0,1,0,0,1,1,0,0,0
40.73691296,-73.9831939,2,1,1,1,125,250,75,10,0.77,0,1,1,0,0,0,1,0,0,1,1
40.73754758,-73.98595193,2,1,1,1,75,400,40,97,2.88,0,1,0,1,0,0,1,0,0,1,1
40.73561815,-73.98755809,8,2,3,4,62.5,500,200,24,1.79,0,1,1,0,0,0,1,0,0,1,0
40.73191013,-73.98297146,4,1,1,2,47.5,200,75,13,0.34,0,1,1,0,0,0,1,0,0,1,0
40.81135498,-73.95373936,2,1,1,1,33.5,0,10,1,0.1,0,1,0,1,0,0,1,0,1,0,1
40.82929164,-73.94234251,2,1,1,1,25,0,0,41,1.78,0,1,0,0,1,1,0,0,0,1,0
40.83207024,-73.94694607,6,1,3,3,33.33333333,600,130,2,0.38,0,1,1,0,0,0,1,0,0,1,1
40.80029706,-73.95222815,2,1,1,1,40,250,50,15,1.49,0,1,0,1,0,0,1,0,0,1,1
40.8213018,-73.95318341,2,1,1,2,25,0,0,222,2.5,0,1,0,1,0,1,0,0,1,0,0
40.8181367,-73.94458599,3,1,1,2,21,150,35,36,2.2,0,1,0,1,0,0,1,0,0,1,1
40.80842846,-73.94325109,9,1,3,6,41.66666667,500,225,20,1.03,0,1,1,0,0,0,1,0,0,1,1
40.8031884,-73.95305671,4,1,1,2,18.75,100,65,2,1.58,0,1,0,1,0,0,1,1,0,0,1
40.81339776,-73.94269573,1,2,1,1,50,100,60,10,1.41,1,0,0,1,0,0,1,0,0,1,0
40.80293475,-73.95585573,2,1,1,1,60,0,50,19,0.76,0,1,1,0,0,0,1,0,0,1,1
40.80269042,-73.95584938,2,1,1,1,48,150,45,118,2.81,0,1,0,1,0,0,1,0,0,1,0
40.80255899,-73.95569837,2,1,1,1,80,0,30,58,3.02,0,1,0,1,0,0,1,0,0,1,1
40.81249229,-73.94300957,2,1,1,1,22,0,0,1,0.45,0,1,0,1,0,0,1,1,0,0,1
40.80644984,-73.95530661,2,1,1,1,150,0,25,2,0.48,0,1,0,1,0,0,1,0,1,0,0
40.81493202,-73.93636647,4,1,1,2,48.75,0,60,4,0.41,0,1,1,0,0,0,1,1,0,0,0
40.81584318,-73.94428044,2,1,1,1,37.5,0,10,60,6.32,0,1,0,1,0,0,1,0,0,1,0
40.80571175,-73.95428754,4,1,2,3,37.5,0,0,2,0.09,0,1,1,0,0,0,1,1,0,0,1
40.82433659,-73.95573391,2,2,1,2,25.5,100,0,2,0.34,0,1,0,1,0,0,1,0,0,1,0
40.81524159,-73.94751202,1,1,1,1,43,0,0,65,2.69,0,1,0,1,0,0,1,1,0,0,0
40.80911339,-73.9415419,6,2,2,3,28.33333333,500,35,12,3.79,0,1,1,0,0,0,1,0,0,1,0
40.8276794,-73.94737328,1,1,1,1,35,0,0,2,0.14,0,1,0,1,0,0,1,0,1,0,0
40.80951824,-73.94532164,2,1,1,1,31,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
40.82447749,-73.9523682,1,1,1,1,65,150,20,25,0.77,0,1,0,1,0,0,1,0,1,0,1
40.802761,-73.95188463,4,1,1,2,20,500,50,7,0.57,0,1,1,0,0,0,1,0,0,1,1
40.81335931,-73.9529854,2,1,1,1,65,0,25,8,0.93,0,1,0,1,0,0,1,1,0,0,1
40.82025463,-73.95732058,3,1,1,2,38.33333333,115,15,1,0.06,0,1,1,0,0,0,1,0,1,0,1
40.81195039,-73.95274334,1,1,1,1,88,0,20,14,1.04,0,1,0,1,0,0,1,1,0,0,0
40.82499523,-73.94132486,3,1,1,1,16.66666667,250,25,80,1.69,0,1,0,1,0,0,1,0,0,1,0
40.82100908,-73.94582204,2,1,1,1,49,200,60,22,0.45,0,1,1,0,0,0,1,0,0,1,0
40.81418551,-73.9471657,2,1,1,1,37.5,250,20,15,0.48,1,0,0,1,0,0,1,0,1,0,1
40.81155733,-73.94570855,1,1,1,1,65,100,25,87,1.22,0,1,0,1,0,0,1,1,0,0,0
40.81251881,-73.95311527,4,1,2,2,31,0,40,5,0.09,0,1,1,0,0,0,1,0,1,0,1
40.81330579,-73.94327839,5,1,1,3,24,0,0,30,4.48,0,1,0,1,0,0,1,0,1,0,0
40.82288807,-73.9511043,2,1,0,1,39,100,0,13,1.19,0,1,1,0,0,0,1,1,0,0,0
40.80828824,-73.95548156,3,2,1,2,16.66666667,0,15,39,3.52,0,1,0,1,0,0,1,0,0,1,0
40.76191192,-73.98794072,6,2,2,2,41.66666667,100,50,2,0.2,0,1,1,0,0,0,1,1,0,0,0
40.76252176,-73.98971894,4,1,1,1,62.25,199,95,73,2.14,0,1,1,0,0,0,1,0,0,1,0
40.75888996,-73.99190066,2,1,1,2,75,300,80,56,3.21,0,1,1,0,0,0,1,0,0,1,1
40.75972019,-73.99139159,2,1,1,1,70,100,0,1,0.05,0,1,0,1,0,0,1,0,1,0,0
40.76108197,-73.98979,2,1,1,1,50,400,50,23,0.37,0,1,0,1,0,0,1,0,1,0,1
40.76698769,-73.98480242,2,1,1,1,65,0,0,3,1.76,0,1,1,0,0,0,1,1,0,0,1
40.7579816,-73.99155597,3,1,0,2,59.66666667,0,40,26,4.36,0,1,1,0,0,0,1,1,0,0,0
40.76558239,-73.991367,1,1,2,1,85,0,60,4,1.64,0,1,0,1,0,0,1,1,0,0,1
40.76175319,-73.98919781,2,1,1,1,44,0,12,145,5.1,0,1,0,1,0,0,1,0,1,0,1
40.76282227,-73.99170291,1,1,1,1,55,200,0,1,1,0,1,0,0,1,0,1,0,0,1,0
40.76696726,-73.98573746,4,1,1,2,55,450,50,22,1.91,0,1,1,0,0,0,1,0,0,1,0
40.75577472,-73.99466407,2,1,1,1,90,0,40,42,4.86,0,1,1,0,0,0,1,0,1,0,0
